id,group_buy_id,product_id,price_override,active,sort_order
80971c7a-05cf-40ca-a84e-c91b229c645f,93V4L,p103,,t,
ece17dbf-435f-46a6-aac3-87de3c92554c,93V4L,p037,,t,
4ce9db49-747d-494c-81a8-5d6c23352a9e,93V4L,p009,,t,
a9d18f06-af70-402e-8151-77fbdfedae38,93V4L,p010,,t,
b79a01a0-bafa-4a69-abbd-37bb70e63c5d,93V4L,p011,,t,
6d382796-bf47-4987-b354-46b28c9d7304,93V4L,p012,,t,
5e119843-1f14-40c3-9e9f-bed817d64ede,93V4L,p013,,t,
fd519266-f669-4674-a5dd-bf1fbc3bd5c6,93V4L,p062,,t,
20540144-f97b-4599-8217-cd1171f88fb0,93V4L,p001,,t,
d61c85a3-99b5-4040-a140-dc66371dbfc9,93V4L,p061,,t,
da4874b2-0138-44f3-9368-9043ac020723,93V4L,p086,,t,
d6e5464a-d589-4309-b888-63c6d198c72c,93V4L,p095,,t,
0a6dfb19-72c0-4a5e-bff5-40240ad5ea3c,93V4L,p093,,t,
89b04715-8e15-4462-9379-b812f883aa92,93V4L,p122,,t,
746a0cfa-dd12-40ce-a029-ee4669188c7b,93V4L,p068,,t,
500fca7f-6b19-4833-9de0-a3a88b9636ae,93V4L,p121,,t,
bd2968b7-3d9f-4a31-9230-6affc8859e2f,93V4L,p054,,t,
43a43690-1bdb-416d-9bf2-7d4dc2a1124a,93V4L,p055,,t,
ed717ee4-4eca-48fa-a19a-f5294077086e,93V4L,p056,,t,
a7058fce-232a-43f4-a617-ecc1190687dc,93V4L,p017,,t,
fe519765-1a1a-4761-b254-4b87f8ee460a,93V4L,p032,,t,
adfb621c-4d34-4fac-8d4e-a75cb912662d,93V4L,p033,,t,
d2f4090a-2e68-4213-a03f-58843b7bf4d5,93V4L,p081,,t,
2fcede1a-98b7-4cce-b06c-161dd6e62534,93V4L,p035,,t,
adc8264a-bc50-458f-8c77-b55ce27bee76,93V4L,p046,,t,
c46908e2-7079-4f3c-8c70-99882c4d2856,93V4L,p076,,t,
5b55d26f-8658-42cc-9941-5b5eb91cf822,93V4L,p075,,t,
b6505c4f-972a-4e47-b55e-88b338ac844f,93V4L,p049,,t,
476db066-5a3f-4569-8b71-efbf2306b322,93V4L,p050,,t,
fb940e56-8204-41ee-9511-d693a29cbbe2,93V4L,p113,,t,
debb4e51-30c0-479a-8fd6-46dfb23aa6cb,93V4L,p116,,t,
f8aaa795-58a7-4577-bf7e-7c883d171c39,93V4L,p058,,t,
9d7ba69f-e6eb-4486-affb-0e9ac0ff01fe,93V4L,p059,,t,
a5dcf6d2-50ae-446d-9a7a-0a0bec0c1a39,93V4L,p008,,t,
d919a9f8-731d-4446-b2d2-661212806f78,93V4L,p002,,t,
015a44ef-15a6-4785-bc20-041f356db683,93V4L,p003,,t,
9d89ce7c-1de1-4895-a3cb-7ab076e40f08,93V4L,p004,,t,
92f35495-3ad9-4845-bd0e-31fbf6fb2cfc,93V4L,p005,,t,
2b7ebc6c-6e0f-4e59-89fe-52412c138e35,93V4L,p006,,t,
255f362d-10e8-4f0e-8e9b-2f3419725d28,93V4L,p007,,t,
c07f25ea-91a1-4424-86e5-71d6947d6703,93V4L,p118,,t,
6a322246-3ee9-409c-bd6d-d6e549983670,93V4L,p106,,t,
4ad9b764-0e84-4e02-b8fc-d755bd3e78ad,93V4L,p108,,t,
d7901a45-a5b3-4565-95cc-95b38f665c7f,93V4L,p029,,t,
03f2b284-2fce-49a6-a586-7fb9a8ad67ab,DBD3Q,prod-8faf9af7,,t,
41e0a0eb-008e-42dc-8800-771f03913081,DBD3Q,prod-3440c65c,,t,
3b0a28c9-c41d-4c30-ad26-ba044b422007,93V4L,prod-992a0b82,,t,
ba23bddc-488f-4543-82bd-280857a7fd4f,VZE6X,prod-72e4641b,,t,
f02684e6-91d6-4112-99a0-7888ebf10feb,5CD5N,prod-8d998a50,,t,
025aba23-332e-4548-b89a-3b0cf0222aa9,5CD5N,prod-813d1269,,t,
ccca02f7-4717-4676-b5d4-0b4980547d0b,93V4L,prod-b60c8abb,,t,
e9d51e8b-0823-40d7-af4d-e1852a6e44fe,93V4L,prod-d10fabfb,,t,
24a8aa46-b7cd-40e7-8739-e5a1e8340cfd,93V4L,prod-1d82da75,,t,
cef99588-d309-4859-98e1-3ce7c6365e3f,VZE6X,prod-b3ed2c92,,t,
c97d9986-d03f-4149-8145-6c01444f4c0d,93V4L,prod-b3ed2c92,,t,
b9f014f9-8b05-4c4a-8683-31411806b615,Q8K94,8928603b-f60e-4a05-883a-b4deafd0bf83,,t,5
56e6c3cf-4580-4d07-893b-7640547285ec,GW5JW,prod-fd59d68b,8.50,t,
8d78290e-fc68-47b5-8901-687b9719137a,GW5JW,prod-921c7f23,8.50,t,
ac08e7fb-9732-4e8a-a7b1-951fe4e9f346,Q8K94,5f938532-bdb0-489a-9b4f-f7c34dbe0423,,t,8
96f8eaf2-7161-4af7-8859-81835ba89b12,Q8K94,12e65fd0-7c8d-47ad-8b78-5da2807cf179,,t,9
4cf1549c-680e-4bb9-b60d-c2a89c9db3c2,Q8K94,5ad8b67f-0b26-47fa-aee2-639840e7a6d3,,t,10
58a6ef8a-9cb4-430e-a6f0-e0de1940b89d,Q8K94,943553c0-420b-4913-ad2d-b65707ecfcf2,,t,11
a038c87a-ffd6-41ee-a55b-c620b26ddfd0,Q8K94,8239c9e6-e1f4-4690-adb4-84a13c8d46b4,,t,12
fa7f8d7d-df9d-4889-ab31-15565dd47865,Q8K94,848c99dd-3330-42e1-a7ac-97f777be63d1,,t,13
d16dac3a-1eee-4500-a50f-9d2f1f9d6f72,Q8K94,52419722-a32f-4ffc-a70d-320ca5b65e03,,t,14
10fb81a1-5808-48b2-8866-3ed63a7fde6a,Q8K94,715e356e-5376-4bb4-8093-3b05da133d63,,t,16
aaa401ea-b0a5-416e-aa7c-caa9170b2082,Q8K94,cf2dca84-99e7-4b69-bc3b-9015cc9ac8fe,,t,18
24594e21-6977-40a1-9568-19135018bd0f,Q8K94,e69b1414-ea19-4caa-92c9-6202b5e07a86,,t,23
ad8456d1-ddb9-4e21-95bd-0dea47c98076,Q8K94,712dee4b-a1e3-4c8e-b1e9-e7cfa6bf28f9,,t,24
02eb7936-d749-4d5a-a85e-55bb5d80ee4f,Q8K94,5e68fa22-f61c-43a4-b945-85db7c9a72af,,t,25
ed71ae2d-d655-481f-acf5-c0be8caeaa48,Q8K94,4cb0a10d-7b73-4c65-ac79-0d760c0937b9,,t,26
e43ab71d-5274-4e2d-9c0f-a471d3ab795b,Q8K94,247f37ff-f554-40f1-922e-88ddcc2cb222,,t,27
1d5d2bd1-8e78-4791-b266-b28188736bfb,Q8K94,661eed0b-8fb5-43c2-87e3-98a2baec3cc3,,t,32
e9526d3e-dc3a-405c-89db-810667e405cd,Q8K94,27f8e0e4-07e4-409b-9290-3d35b6e71887,,t,33
98869bf2-e25d-463e-afa1-77c5d2419e7a,Q8K94,b41e3ca6-fef4-42e3-91a5-83bf91fb0383,,t,34
c0bd1ebf-9a71-4149-a8d3-2a90dccc174a,Q8K94,d0918fc3-6133-4cf0-96cd-8befe26563c4,,t,35
e82446a6-42cd-4d5e-8141-9b6f246179ec,Q8K94,53a70b2f-96b4-4a04-b38b-8ac0bff0051b,,t,36
e662ff0f-e56f-4592-a85f-740dbebf961e,Q8K94,fb170318-3e2e-4073-9b6e-87bea9559a13,,t,37
e68a89d0-7c16-4deb-90e5-703d5920269c,Q8K94,76323ba4-7abe-47e9-993c-d8c4fc67ca12,,t,38
0ff375b7-89ab-46d1-97d3-c90956bd3d11,Q8K94,7985d5e9-3e37-4385-b034-f17c766c2557,,t,39
eff46140-63dc-47f0-ae87-5ff1ff1d65d7,Q8K94,30f33067-bd2e-45cc-9240-914a21787021,,t,40
9947862a-9eac-4a39-9a6b-37ba0c16c700,Q8K94,65aaa285-9631-4bb0-8c5b-06b806291c69,,t,41
d6d307ab-f320-4158-96a6-c78b4acfa332,Q8K94,5df3db9c-9831-4e39-8248-2c12d6e230b2,,t,42
0a617bd4-f7f4-4655-a8ac-7171bcf2a51a,Q8K94,146d7488-665d-4398-a2da-381cb18ac7d2,,t,43
f198a616-5ad4-4267-849b-30fc070e3932,Q8K94,aa93a23e-4ea6-4086-a735-ec8e5fd5860f,,t,44
3839dd56-64c7-4c78-8f3c-67eed9e81040,Q8K94,5a1cc3c2-424f-40ef-a4a0-d56d39a0d32f,,t,45
acec4899-7d24-40a7-b855-2f0ead464547,Q8K94,220e4592-f455-40be-919b-069f999ed00d,,t,46
72dbe370-e169-423c-a441-76fb5ae8c0aa,GW5JW,prod-f584eb96,,t,
8f22bcce-e9ca-4080-a675-1c4a1c92cfb2,VZE6X,prod-df2c675e,,t,
e27c477e-2f47-4deb-a9a0-3cb39b97a2ab,Q8K94,4e165021-0320-48e0-bac6-4204e2b07f61,,t,51
c8cc3ca1-358b-4994-bd6c-c8bf7483469f,Q8K94,587e3f28-69e0-4a9f-9d13-e68ca9c7f448,,t,54
a5824689-e497-4230-974a-aff0dd5ea86b,Q8K94,0ac89dc1-4ba7-4037-8753-5a9994057f83,,t,55
5c62487b-0c2e-4650-bb6c-826854bd0b70,Q8K94,26067368-3f1d-4384-a760-1dcc28b76ec4,,t,56
615e2218-f5d5-4567-827d-182833607c5e,Q8K94,9919ea5b-03b6-400b-b669-b3f400c32680,,t,61
31cf2059-84ae-48a2-b925-f6ab2b93d921,Q8K94,53f45df5-11ed-4b24-a84e-8d2d02b0728d,,t,62
ba57cbcb-bfe5-4fb7-bdf3-0dc3662884df,Q8K94,31ff1e8a-4613-4e13-9957-6ae1446f6daa,,t,64
a2de6419-adaf-4f02-aa2d-5e33e7a7f1f6,Q8K94,4f98f003-76ff-47df-b34f-db91007a742e,,t,65
8aee3533-1cea-4581-857e-2d6a96892e32,Q8K94,bba4e585-bc8e-4c64-8716-ff7220f8b213,,t,66
15ae9f0d-e223-4416-836e-e771a71075ac,Q8K94,5f1d8277-9139-4773-aa20-9fd7b93ae4fa,,t,68
e9eead12-0d6d-41e1-8d84-42bf7dd842eb,Q8K94,84eb7eeb-7eb0-44af-8e82-2e0f25048683,,t,69
a8409291-3300-4ee8-900b-3c3775e8486f,Q8K94,032c0439-c49d-4f60-ba73-97ce91ed461e,,t,70
941e0534-071c-4268-b29b-f95c1a53d609,Q8K94,0aaebd8d-6d00-4134-87b9-d9480aa4b842,,t,71
fd82a3d1-cacc-48f7-966f-53c5f058d617,Q8K94,31b2164a-4235-4861-970d-66cd2d8245fd,,t,72
0c665bd7-492d-40f5-86e5-c192c25f4ac7,Q8K94,25446adb-f119-481a-b1a5-ebe13f2e86f4,,t,73
c3a507bd-78a6-4b8f-98af-3969299a536a,Q8K94,3dd5fc6b-0fb9-4f6b-be1a-3693b50faced,,t,74
5574143c-c01a-4282-a156-ecda3a6c294c,Q8K94,55731abc-151e-4b17-8289-4f26dd4631e0,,t,77
63997042-19d7-4d7d-aba4-4a5d1e0fc3a0,Q8K94,91355516-dbec-4af0-9566-fca598d76a86,,t,79
2e2c88de-71c4-44e2-97cb-b6117bf0a9a1,Q8K94,0668c7ed-8f87-4055-b4b5-05fa34f9d39b,,t,81
acef5dfb-d6a1-49d5-b90b-84f013481267,Q8K94,261744ea-41a8-4d0c-bca3-b9fddd3df570,,t,82
56f0633e-f1da-4dc5-a941-2970fada5714,Q8K94,918cc90b-45b4-424e-bdff-c977029a0844,,t,83
bea9ef3c-c927-49a7-bac9-17f7806f1ea9,Q8K94,23da2497-60e5-4fc8-accd-823a03edf373,,t,84
87c04f75-1159-4a57-91b7-afde90d26737,Q8K94,5121c517-a102-406f-92d2-b0533f29f54a,,t,85
99028868-4b25-485b-9ba3-3a2a72f38b00,Q8K94,409f5318-60f6-422f-abbf-b36e9427d274,,t,87
24400d2b-be3f-4292-980f-4927f9836fab,Q8K94,0c94d155-4fe2-4ce7-9382-7c85b52490e7,,t,89
abf13d19-e910-4a48-9fa7-a9e2ccd75b59,Q8K94,06a4c8b9-2313-47df-83b3-f381c823f03e,,t,91
081b66a9-fb19-45f5-91df-91b1e4e11413,Q8K94,17b92d27-8450-441f-bc70-27db6dce1ec9,,t,92
c9a41d55-e739-4641-896d-1201389610b3,Q8K94,349ae4ac-2108-4714-9b52-5f660ef6b15e,,t,94
b98cdf03-eef4-4417-a97a-79771fbc11f4,Q8K94,a9be4fd1-fdc7-48cf-80c6-368bc648f047,,t,96
f24ae6c8-96de-46f7-9e98-dc90bb0eb9e3,Q8K94,240f694c-9b07-48c5-a706-c20d4bc161de,,t,97
2aa25b59-e6b6-4175-a246-c89ed53c4d61,Q8K94,6c3bbef6-79af-4225-b96c-074d04c50d3f,,t,98
5d5613cd-9fe8-4729-96fb-043a3b3ce483,Q8K94,5f497aa4-5b32-4a54-9fc3-dd5989a789c4,,t,100
367ce063-d6e9-45be-b6b6-cd3944d8cafc,Q8K94,d01c3b5c-c186-492c-b9c7-fa6059c618da,,t,101
6daf01de-ab0a-409c-a0ee-5fa55d287473,Q8K94,02b7eb54-e577-47e8-97c8-06b74f3c5aa4,,t,102
ec1335be-0228-4605-9c66-e23483bee534,Q8K94,53ce2a95-851c-4bfd-83e1-1328e69fc494,,t,105
9643f3c6-ced3-4aae-976c-8d37b86c8131,Q8K94,18a25193-4793-4736-8de2-21d992b682a2,,t,106
2663eab2-ccc5-47f2-b3a0-7d23b117f39a,Q8K94,51c68db9-26a8-45ff-bf00-979f8b00b211,,t,107
dd8cf6db-dc91-45c7-af6c-ea0008d22be8,Q8K94,46d53598-a3b9-42f6-9fdb-d1353122bd56,,t,108
bc4ee4a1-c940-452e-aa76-be407aa7d6af,Q8K94,786dad32-ce05-4fa6-bf8e-342a5624c8c7,,t,112
cc7899d0-3c61-4d13-96b6-9a7e85caabb0,GW5JW,prod-0a1c0e6b,,t,
8004d212-f553-4444-a9e5-d2d12208db9f,Q8K94,59481c42-b780-48c5-b2f9-29ba6c393d0c,,t,115
d14ab7e2-0ef5-486f-ba85-ed1fac4835b3,Q8K94,35692293-39c4-45e1-9658-b11cd9713090,,t,117
f934c235-61e7-4804-adee-4bc06840f74a,Q8K94,44472936-1039-422f-8acb-3ee9f9c81170,,t,118
53f5e02b-d84d-4013-9103-c00851c6968e,Q8K94,b3cd1824-3bf7-45c8-8863-89675f0abc03,,t,120
bb9f591b-f9c4-4763-b2bb-bfe8e2ed4d3c,Q8K94,5474f07c-6301-401a-888e-820ab2db865a,,t,124
82ce4a33-c342-4d4e-980a-1fa7c1e37ff9,Q8K94,3c9198c9-c03e-466f-9194-5cb0fe1f2861,,t,126
25c94e30-0f86-4caa-ad5f-fedac5ef230a,Q8K94,84c4f61e-cb60-4265-a449-85961d7c22eb,,t,138
0482e601-7dcd-4370-b0f8-151ff9001097,Q8K94,32ce6b71-bcaf-433b-babf-0afaf674990d,,t,139
968ff225-305d-4ec9-9967-8fb24efc7e6b,Q8K94,1b325f48-ec2e-4ceb-bb44-013e91df2e43,,t,141
889da2c6-01e3-47e2-ba0d-5a80d84617fb,Q8K94,d1e5b37b-09fb-4689-9740-62808691c2b8,,t,143
b2dc9c5e-cb73-4525-a772-ec8de661dde2,Q8K94,8fd0017b-77a3-4446-aa40-89e34acca529,,t,146
2c35cd64-8765-4506-9292-57bfa3e96d13,Q8K94,bdd3e990-aa09-4a83-8478-b507f31ef4ca,,t,148
7f24debd-a5f8-46f7-9090-7a91f76d9352,Q8K94,5d6caf07-35d7-4cc9-9856-00cac55d365c,,t,150
47f06e24-7c0e-4c73-86ac-9c578e7adb9e,Q8K94,0a6e8249-a821-4e3a-867b-004e09efaf92,,t,152
ea20865b-a87d-446f-bba7-d578498f9838,Q8K94,1b82b3db-b365-4984-a853-0a6b6129cd6c,,t,155
67ba8f37-414c-441b-bb28-e101099be68d,Q8K94,00a4ee81-911b-43af-bfd5-1de8fd4698ea,,t,156
99e3c2fc-9d35-4794-b3da-02f5c31d2a9e,Q8K94,054f25ed-bdb0-4164-a828-20911f35b9ab,,t,159
bcdc814c-50b7-415a-9079-4000996e33d6,Q8K94,9db7e8cf-f4c8-4258-b911-c45d9f9791b9,,t,161
f5d23044-b85f-465c-bf39-567cfef2902c,Q8K94,0eaf5508-b668-4524-b4ad-1add114801f1,,t,162
0a14760e-a04d-4b27-af11-ade041b82935,Q8K94,7785c6d1-cc98-4ecb-8673-9fbb499efd18,,t,163
d4a04261-97ba-4924-b711-5a9f885b965f,Q8K94,1133cfc3-cdfa-4d5f-a46b-991f9252dd40,,t,164
b7953f13-43f6-4979-8431-775f3d0750e2,Q8K94,44f125ed-dd4c-45f1-ad87-0a32897b94ea,,t,167
d1ec755f-54a7-4c61-8bc6-e8bfccef4d1e,Q8K94,1247f8de-34b4-4335-804d-0d00e5d7f5d2,,t,170
47f45163-b87a-431a-825c-1962dcac3148,Q8K94,22475f1b-94b5-40e9-b827-045dbe278b1d,,t,171
cb38148f-0dbb-4029-b3a0-8579ce64f2ac,Q8K94,d5722317-5648-4f43-bf64-e71f370070b9,,t,172
7186b95c-4384-45f4-9fdf-7ee601f9288f,Q8K94,12bfca9b-5661-4ad6-adfd-f6d3f7ee5cbd,,t,175
11dbfb12-558f-4319-8c2d-32dab6f6cde0,Q8K94,6670b669-3645-4250-9f62-41a50db1f6ec,,t,178
6f4787bf-1b41-4156-b851-357ae98d2df1,Q8K94,5556342d-912c-4001-a64d-d1839129824e,,t,182
ce7103c2-3e7d-4f93-a70c-7127495fc317,GW5JW,prod-4e4d9686,,t,
70dbca15-38f3-4d15-97f8-48bd7ef70596,Q8K94,64266ba6-d332-4a68-b5a4-cbe3f7844d96,,t,188
4098ba4f-6d87-4615-9bcc-300bfd1da140,Q8K94,436bbcfa-d7bb-4ad3-b678-4a2146af8741,,t,190
0467948e-75e0-4e7b-8e5b-025b7172997f,Q8K94,4c534de0-750e-4a84-acbe-922b0869dd3e,,t,191
4aaa1698-64f2-42ed-bbd5-f5b14f5d332f,Q8K94,c6232f4c-95e1-4d9d-a847-2b2a32e02917,,t,192
43657f94-240f-4c2c-b008-c139d548f781,Q8K94,641a0ef6-30db-46a7-9713-ddf483bce31d,,t,193
40d8d8e2-7f56-49bc-aec4-46bc751c94fe,Q8K94,98e7b8d6-1ac0-4818-83f5-7eecf8d0b659,,t,195
17511cc0-8f12-416f-a1ab-5cf04d1b127b,Q8K94,16f51a46-a199-4b98-8cb9-d7fa78e58a0e,,t,197
1f8799ca-03e0-43ed-87b9-810c18497c1f,Q8K94,33992d59-1765-4880-bd12-c722d0743477,,t,198
a0918fba-7ab4-498d-a518-fedb6951c68b,Q8K94,34467936-c6a5-4088-a9ce-245336f023ac,,t,199
4ee1ebdf-3d82-4887-acb9-92889abf6a7e,Q8K94,48efe888-f274-4f59-b7eb-90b2f214935d,,t,200
e1c106f2-6a1f-4175-8570-e03aa530876c,Q8K94,b543d175-0242-462a-8edd-65b517a50e43,,t,202
370ed543-63d2-4469-843f-db91cfb21980,Q8K94,bc343e23-3863-4744-8ceb-eb3e96a8df76,,t,204
83f383da-2017-4a48-8b84-2543f91821ff,Q8K94,225863ca-3e0b-4032-a6fe-d42e0f40bbef,,t,206
d538bce0-9366-40f6-863a-b08dba67f018,Q8K94,5c54e0a3-941c-471a-823e-ac65cef15f6d,,t,208
f4cc08b8-9e59-40ac-ad72-c564a2a6a225,Q8K94,b24963aa-96c2-4774-9fca-19332240f93d,,t,210
3711f7f4-4554-49bd-a47f-55224f65cfdb,Q8K94,7fb31e1a-3a14-4f8c-98d7-59761e773622,,t,213
7d58c995-2301-4532-911d-67a45661e338,Q8K94,903c5898-ec01-4fc0-adf3-fa1bc57f5bf0,,t,215
35e917a7-3215-445a-98de-fdf99cb09dd1,Q8K94,7afcc401-4d6e-4cc2-b964-1c62ae709afb,,t,216
78abdd03-2dd1-4f26-b8bb-ebafc990715e,Q8K94,16827d61-6b0f-4f08-a1dc-1df46959afdc,,t,220
ab5daeae-50b3-448e-8829-8dd5444d8d2b,Q8K94,1f6b409e-ac13-462c-920b-109de453096f,,t,221
8f48a039-0411-4b89-bdc5-ccfecf7dbb4f,Q8K94,266e5643-6489-405d-83db-25324e0b9d35,,t,224
10aaeb86-9f87-475a-9685-bb0bf572f22a,Q8K94,aef156e8-06ab-4e76-b922-3ea13cc80e25,,t,225
31a4c9f1-3b62-4896-870c-05adf8ee1654,Q8K94,56dae4ed-595d-4234-9053-60f301b428d5,,t,226
093b33eb-3aa3-43f9-9dbd-9438352a8940,Q8K94,208243ac-2d22-44f0-8fc9-983cfc4f3ad2,,t,227
8cd0aeba-6f22-4522-b65e-abc482691098,Q8K94,238f36e2-7804-4045-86c3-f9aa43b05600,,t,228
8aedcea0-3034-45a8-8a7e-b640a84bea7d,Q8K94,1142b6ee-a0b7-41ff-9381-d9b18d89aaef,,t,229
58c4eb5a-9933-4978-accb-9f7c39bc6103,Q8K94,4a49142c-f922-49c2-980d-f77bfda9ea36,,t,230
7a2769c3-9176-41f4-8a8e-46e4c34b3540,Q8K94,55e03734-5f69-4455-a225-0cf569b9c09d,,t,231
30867de7-60f7-496b-94e0-bc9f31c8989c,Q8K94,0d206c8a-5404-4eb9-aef3-bc71298bf92a,,t,233
c1dd09fb-133b-4d40-aa4d-9e95d4684072,Q8K94,04894d06-4c59-4f36-9eaa-e46dab7bb322,,t,235
cff3e158-3575-4a82-8b8b-519d567082e2,Q8K94,1448d976-66de-42ba-a5e0-e47f1fddd164,,t,238
