"id","code","telegram_username","delivery_method","delivery_method_id","delivery_price","vendor_shipping","product_subtotal","tip","grand_total","notes","status","admin_notes","admin_message","tracking_number","payment_status","payment_tx_hash","payment_test_amount","test_payment_tx_hash","shipping_name","shipping_address","pin","inpost_qr_code","created_at","updated_at","group_buy_id"
"bb1c75a0-a705-4887-9f13-38ed114c6af3","2164","@entangledpep","Royal Mail","dm-royal-mail","10.00","0.00","85.00","0.00","95.00",,"Submitted",,,,"confirmed","0x551253d4667ab3dfb6736686c8599a6102166cb847b851d62e797287df0dfcf1",,,,,"0123",,"""2026-03-18T22:19:09.278Z""","""2026-03-23T10:36:51.732Z""","gb-1"
"bfd2166a-c2df-46bd-a127-570af936afc7","0018","Scottish_Basdurt","Royal Mail","dm-royal-mail","10.00","0.00","480.00","0.00","490.00",,"Submitted",,,,"unpaid",,,,,,"0000",,"""2026-03-18T20:20:08.981Z""","""2026-03-23T10:36:51.732Z""","gb-1"
"c0a3135e-928e-4285-8916-e1f7ed71e04b","0007","@JohnnyWalker70","Royal Mail","dm-royal-mail","10.00","0.00","755.00","0.00","765.00",,"Submitted",,,,"unpaid",,,,,,"0000",,"""2026-03-18T20:20:08.914Z""","""2026-03-23T10:36:51.732Z""","gb-1"
"c1a7a881-000f-4714-a92d-6a48371d716b","5095","ScottishBand","None / TBD","dm-none","0.00","0.00","535.00","0.00","544.57",,"Processing",,,,"unpaid",,,,,,"0000",,"""2026-01-03T00:00:00.000Z""","""2026-03-23T10:36:51.732Z""","gb-1"
"c310cffd-47c0-4225-ade9-62923897b77f","0004","1poundfish","Royal Mail","dm-royal-mail","10.00","0.00","205.00","0.00","215.00",,"Submitted",,,,"unpaid",,,,,,"0000",,"""2026-03-18T20:20:08.895Z""","""2026-03-23T10:36:51.732Z""","gb-1"
"c67237d3-15ca-4487-b138-43c30d2e1df0","0001","@Reeper90","Royal Mail","dm-royal-mail","10.00","0.00","1120.00","0.00","1130.00",,"Submitted",,,,"unpaid",,,,,,"0000",,"""2026-03-18T20:20:08.872Z""","""2026-03-23T10:36:51.732Z""","gb-1"
"c675f7ec-5f9d-436a-afbd-fff7a1d4621a","0015","@OC1313","Royal Mail","dm-royal-mail","10.00","0.00","165.00","0.00","175.00",,"Submitted",,,,"unpaid",,,,,,"0000",,"""2026-03-18T20:20:08.962Z""","""2026-03-23T10:36:51.732Z""","gb-1"
"caceb2a2-950e-48e8-a2b8-2e187006036a","4006","wanderallofthefall","Royal Mail","dm-royal-mail","10.00","0.00","295.00","0.00","323.37",,"Processing",,,,"unpaid",,,,,,"0000",,"""2026-02-03T00:00:00.000Z""","""2026-03-23T10:36:51.732Z""","gb-1"
"ccf883b7-46c3-4e86-bd57-742e87b0bb77","7261","Madkunt88","Select Onward Delivery","dm-onward","0.00","0.00","80.00","0.00","87.75",,"Processing",,,,"unpaid",,,,,,"0000",,"""2026-02-03T00:00:00.000Z""","""2026-03-23T10:36:51.732Z""","gb-1"
"cd210e9a-ae2c-4aa5-a388-3dac1b31f7fc","3816","JonnyFeather","Royal Mail","dm-royal-mail","10.00","0.00","320.00","0.00","338.06",,"Processing",,,,"unpaid",,,,,,"0000",,"""2026-02-03T00:00:00.000Z""","""2026-03-23T10:36:51.732Z""","gb-1"
"cf6314ad-7e40-4b9a-bf6f-0d95d4db46ca","0026","mick","Royal Mail","dm-royal-mail","10.00","0.00","445.00","0.00","455.00",,"Submitted",,,,"unpaid",,,,,,"0000",,"""2026-03-18T20:20:09.027Z""","""2026-03-23T10:36:51.732Z""","gb-1"
"d25da38b-20aa-40ff-ba34-e1638b380836","0019","Pink ladybug","Royal Mail","dm-royal-mail","10.00","0.00","1282.50","0.00","1292.50",,"Submitted",,,,"unpaid",,,,,,"0000",,"""2026-03-18T20:20:08.986Z""","""2026-03-23T10:36:51.732Z""","gb-1"
"d57ce9c2-8cec-4136-bb34-f7aedd62cb49","2314","Mick","Royal Mail","dm-royal-mail","10.00","0.00","530.00","0.00","578.68",,"Processing",,,,"unpaid",,,,,,"0000",,"""2026-02-03T00:00:00.000Z""","""2026-03-23T10:36:51.732Z""","gb-1"
"d8019787-3bff-43b9-a30d-7bf2823a7668","8915","JohnnyWalker","None / TBD","dm-none","0.00","0.00","410.00","0.00","424.57",,"Processing",,,,"unpaid",,,,,,"0000",,"""2026-01-03T00:00:00.000Z""","""2026-03-23T10:36:51.732Z""","gb-1"
"d9eff3e7-6d9b-4aac-a009-c49b0299b99c","0006","@slimsimma","","","0.00","0.00","202.50","0.00","202.50",,"Submitted",,,,"unpaid",,,,,,"0000",,"""2026-03-18T20:20:08.909Z""","""2026-03-23T10:36:51.732Z""","gb-1"
"db0cf4c0-03ac-431c-8b42-3e93952b979f","8203","JohnCenaMe","None / TBD","dm-none","0.00","0.00","186.00","0.00","200.04",,"Processing",,,,"unpaid",,,,,,"0000",,"""2026-01-03T00:00:00.000Z""","""2026-03-23T10:36:51.732Z""","gb-1"
"dcd55374-4d4d-408b-bfa7-c8ff635cb8fd","1980","K","Royal Mail","dm-royal-mail","10.00","0.00","95.00","0.00","112.75",,"Processing",,,,"unpaid",,,,,,"0000",,"""2026-02-03T00:00:00.000Z""","""2026-03-23T10:36:51.732Z""","gb-1"
"dec50e04-fbbd-4839-ab19-12075add2a08","3714","JayGenexaJay","Royal Mail","dm-royal-mail","10.00","0.00","395.00","0.00","419.03",,"Processing",,,,"unpaid",,,,,,"0000",,"""2026-02-03T00:00:00.000Z""","""2026-03-23T10:36:51.732Z""","gb-1"
"e00b0557-6024-42ab-826c-31d5da1e3674","0038","@K_andL","Royal Mail","dm-royal-mail","10.00","0.00","75.00","0.00","85.00",,"Submitted",,,,"unpaid",,,,,,"0000",,"""2026-03-18T20:20:09.089Z""","""2026-03-23T10:36:51.732Z""","gb-1"
"e4072f01-9d20-4626-82fb-42429db2411d","5720","Jay","None / TBD","dm-none","0.00","0.00","1070.00","0.00","1130.42",,"Processing",,,,"unpaid",,,,,,"0000",,"""2026-01-03T00:00:00.000Z""","""2026-03-23T10:36:51.732Z""","gb-1"
"e5c3cec0-3ffe-46c3-a963-160b926cdaab","2964","Abigailnoshoesnoservice","InPost","dm-inpost","3.00","0.00","275.00","0.00","287.03",,"Processing",,,,"unpaid",,,,,,"0000",,"""2026-02-03T00:00:00.000Z""","""2026-03-23T10:36:51.732Z""","gb-1"
"e8b38f59-85d4-4c03-9581-eca90f3bf35f","0021","@HAGRIDV99","Royal Mail","dm-royal-mail","10.00","0.00","185.00","0.00","195.00",,"Submitted",,,,"unpaid",,,,,,"0000",,"""2026-03-18T20:20:08.998Z""","""2026-03-23T10:36:51.732Z""","gb-1"
"ece1625b-f1c1-48fc-827c-9a5978560ac7","0043","Clarke","","","0.00","0.00","35.00","0.00","35.00",,"Submitted",,,,"unpaid",,,,,,"0000",,"""2026-03-18T20:20:09.110Z""","""2026-03-23T10:36:51.732Z""","gb-1"
"ed8e0967-57d6-421d-906e-8ca68e8cc3ba","0032","@NeverEvenSeenIt","Royal Mail","dm-royal-mail","10.00","0.00","160.00","0.00","170.00",,"Submitted",,,,"unpaid",,,,,,"0000",,"""2026-03-18T20:20:09.059Z""","""2026-03-23T10:36:51.732Z""","gb-1"
"f26795ea-efe8-45fb-9cee-f80d3c69f704","4551","@testing","InPost","dm-inpost","3.00","0.00","90.00","0.00","93.00",,"Submitted",,,,"unpaid",,,,,,"1786",,"""2026-03-19T21:33:22.807Z""","""2026-03-23T10:36:51.732Z""","gb-1"
"f390e78f-35ca-4021-a236-a0c36532a061","0012","@JBonwards","InPost","dm-inpost","3.00","0.00","120.00","0.00","123.00",,"Submitted",,,,"unpaid",,,,,,"0000",,"""2026-03-18T20:20:08.946Z""","""2026-03-23T10:36:51.732Z""","gb-1"
"f4a44f65-24d5-4598-840b-3df74afeea97","2259","K","None / TBD","dm-none","0.00","0.00","55.00","0.00","63.77",,"Processing",,,,"unpaid",,,,,,"0000",,"""2026-01-03T00:00:00.000Z""","""2026-03-23T10:36:51.732Z""","gb-1"
"f5fb9f44-af87-40fc-b265-b91138f1f172","0028","@John Blair","InPost","dm-inpost","3.00","0.00","125.00","0.00","128.00",,"Submitted",,,,"unpaid",,,,,,"0000",,"""2026-03-18T20:20:09.038Z""","""2026-03-23T10:36:51.732Z""","gb-1"
"f60f0ab9-67c4-46a7-a727-ee980a4f2afc","4383","BurgerTrain","Royal Mail","dm-royal-mail","10.00","0.00","145.00","0.00","163.06",,"Processing",,,,"unpaid",,,,,,"0000",,"""2026-02-03T00:00:00.000Z""","""2026-03-23T10:36:51.732Z""","gb-1"
"f68aa4a8-ff01-405f-bcc0-963f4e8de0c7","0002","mIRCulina","Royal Mail","dm-royal-mail","10.00","0.00","231.00","0.00","241.00",,"Submitted",,,,"unpaid",,,,,,"0000",,"""2026-03-18T20:20:08.881Z""","""2026-03-23T10:36:51.732Z""","gb-1"
"f7a805fd-f97e-4689-a011-2737dadc372f","0014","@T86102023","InPost","dm-inpost","3.00","0.00","95.00","0.00","98.00",,"Submitted",,,,"unpaid",,,,,,"0000",,"""2026-03-18T20:20:08.957Z""","""2026-03-23T10:36:51.732Z""","gb-1"
"faa24791-4640-4fdf-890f-2ca649aa842f","8814","finguk","Royal Mail","dm-royal-mail","10.00","0.00","287.50","0.00","305.71",,"Processing",,,,"unpaid",,,,,,"0000",,"""2026-02-03T00:00:00.000Z""","""2026-03-23T10:36:51.732Z""","gb-1"
"fb87ced5-8e31-4eaf-a3cd-64cba23b3188","0008","Prem","","","0.00","0.00","863.00","0.00","863.00",,"Submitted",,,,"unpaid",,,,,,"0000",,"""2026-03-18T20:20:08.920Z""","""2026-03-23T10:36:51.732Z""","gb-1"
"fdf31f08-a46c-49e0-bd57-a8696357373d","4945","SiobhanT","None / TBD","dm-none","0.00","0.00","340.00","0.00","349.30",,"Processing",,,,"unpaid",,,,,,"0000",,"""2026-01-03T00:00:00.000Z""","""2026-03-23T10:36:51.732Z""","gb-1"
"fff847e8-871c-423b-86c5-eddea6dfe217","0010","@Jack3797","","","0.00","0.00","551.00","0.00","551.00",,"Submitted",,,,"unpaid",,,,,,"0000",,"""2026-03-18T20:20:08.933Z""","""2026-03-23T10:36:51.732Z""","gb-1"
