"id","order_id","product_id","product_name","quantity","unit_price","line_total","is_oos","created_at","updated_at"
"0595ae56-1f5d-457d-ace1-bb475c8d2320","f4c02ea2-8ecd-403d-893d-9178eb6ab622","p042","Melanotan II 10mg","2.00","40.00","80.00","false","""2026-04-24T19:28:34.183Z""","""2026-04-24T19:28:34.183Z"""
"05a589da-f9f9-47c8-970f-451782a338ca","c5aa2b07-8aab-4a9d-9b7c-82c9ee360799","p078","GHK-CU 100mg","1.00","51.00","51.00","false","""2026-04-18T20:43:33.658Z""","""2026-04-18T20:43:33.658Z"""
"05bb6afc-8599-4ac3-b67a-234a52519f52","bfade1e7-c4d3-4798-a1ff-b1f4e818dab4","p030","BPC 157 10mg","1.00","45.00","45.00","false","""2026-04-25T22:25:06.780Z""","""2026-04-25T22:25:06.780Z"""
"05cb2c92-a9ee-4a8e-bffe-a49e78f3aa5f","36199d81-09d0-4495-b6b2-176f34859319","prod-fd59d68b","Convipen","3.00","8.50","25.50","false","""2026-04-17T06:42:14.594Z""","""2026-04-17T06:42:14.594Z"""
"05d11d07-244a-4a4e-b28c-3a270f2d9d63","6aa28758-ff9f-4c69-98ba-d07bfddc8895","prod-fd59d68b","Convipen","2.00","11.53","23.06","false","""2026-04-15T12:41:43.041Z""","""2026-04-15T12:41:43.041Z"""
"0613f982-6d75-443d-9bfc-812eae19dee5","9f0ce21f-9c82-435a-b122-ab6ebfc7ab65","p032","TB500 (TB4) 10mg","1.00","85.00","85.00","false","""2026-04-24T14:21:23.109Z""","""2026-04-24T14:21:23.109Z"""
"061d2736-e2c7-46eb-8d68-8c11bd8e9ab6","0e847f77-8fd1-434e-b0c6-f60e5734f496","p019","BAC water 10ml","1.00","25.00","25.00","false","""2026-04-14T13:07:18.521Z""","""2026-04-14T13:07:18.521Z"""
"066361f1-79ec-456b-bcbf-651b68cbf472","868f1268-95a7-4d07-946d-d738dc6faa26","prod-fd59d68b","Convipen","1.00","8.50","8.50","false","""2026-04-15T18:39:17.595Z""","""2026-04-15T18:39:17.595Z"""
"06bd21d7-4de5-4a28-9ec1-dd1cbbea9784","80dd729a-a62e-4c32-b6d7-7882e9d14395","prod-8faf9af7","Retatrutide 140mg","1.00","340.00","340.00","false","""2026-04-23T20:12:13.501Z""","""2026-04-23T20:12:13.501Z"""
"06f03bfe-d62a-4b10-ab4e-642004be7f92","f4406fb9-3228-44a6-8942-454d1f7b0abc","prod-921c7f23","Gensupen2","1.00","8.50","8.50","false","""2026-04-17T17:54:06.285Z""","""2026-04-17T17:54:06.285Z"""
"071c657a-5a67-4eb0-a6da-ad4b3998cf19","e659edb1-843a-4874-bac0-32ebf1b2ee0a","p070","DSIP 10mg","1.00","65.00","65.00","false","""2026-04-26T05:37:09.390Z""","""2026-04-26T05:37:09.390Z"""
"07261863-c4bb-42d6-953c-9296e8e2059b","3139bfe7-80ef-4aaf-b35b-4b12bbb617ff","prod-921c7f23","Gensupen2","1.00","8.50","8.50","false","""2026-04-17T07:20:53.385Z""","""2026-04-17T07:20:53.385Z"""
"076246ec-0fb7-4617-bb6d-a6616013144d","443b03ab-72c6-482b-a891-35e91388ee6c","p005","Tirzepatide 30mg","3.00","90.00","270.00","false","""2026-04-26T08:00:33.300Z""","""2026-04-26T08:00:33.300Z"""
"079eb628-9fb5-4561-bf74-c64ac63978c4","96a1f250-5c88-492a-bc0d-5dba5722aa52","p104","Pinealon 20mg","1.00","120.00","120.00","false","""2026-04-17T19:22:51.926Z""","""2026-04-17T19:22:51.926Z"""
"08571185-49a5-4b94-b303-ea8349e3ead1","da8728d2-5c76-4875-a215-a8d41f884718","prod-fd59d68b","Convipen","2.00","11.53","23.06","false","""2026-04-21T13:00:36.894Z""","""2026-04-21T13:00:36.894Z"""
"095912a1-793b-4542-bda3-b24f1fa92d73","efc377f8-dde5-4ccb-bee6-ed8e5a32f9e3","prod-8faf9af7","Retatrutide 140mg","3.00","340.00","1020.00","false","""2026-04-25T02:07:12.113Z""","""2026-04-25T02:07:12.113Z"""
"0962ad87-474d-44f3-94f3-1a7999a1dd74","8c59237e-a4db-40bc-b733-0af461294331","prod-3440c65c","Cagrilintide 10mg","0.50","135.00","67.50","false","""2026-04-25T03:49:24.534Z""","""2026-04-25T03:49:24.534Z"""
"09a580c4-c00e-4cb0-ad8f-abad22854bed","84d2acb4-498e-496c-8d2d-d31b925c670b","p024","HGH 10IU","4.00","50.00","200.00","false","""2026-04-16T07:38:10.402Z""","""2026-04-16T07:38:10.402Z"""
"09b96bbb-f571-4e76-ad6f-99bb77e98d6e","d54b07eb-bdaf-4b06-b1b2-0e73f8786404","p106","Vesugen 20mg","1.00","120.00","120.00","false","""2026-04-24T16:36:39.741Z""","""2026-04-24T16:36:39.741Z"""
"0a34c636-f6f1-4048-9443-6ad954f0b057","5725253c-4b97-4966-bb62-1293ed3680ee","prod-921c7f23","Gensupen2","3.00","8.50","25.50","false","""2026-04-15T21:06:09.947Z""","""2026-04-15T21:06:09.947Z"""
"0a39cf8e-5dcd-46b6-be7c-b985c438e6e4","a32a7106-152d-4e26-8e15-00c0a51e3d01","p042","Melanotan II 10mg","1.00","40.00","40.00","false","""2026-04-25T23:03:15.138Z""","""2026-04-25T23:03:15.138Z"""
"0a97216c-b69c-4cb1-a7ae-c919cd25ab7c","ada0a563-7e91-4fd9-825a-305ab7e8dfa0","p077","AHK-CU 100mg","1.00","60.00","60.00","false","""2026-04-21T22:59:13.706Z""","""2026-04-21T22:59:13.706Z"""
"0aa4c546-ef2f-4142-8a66-4a6f9f5d9d08","21580d17-b938-459f-835f-7a989dbbff57","prod-fd59d68b","Convipen","1.00","8.50","8.50","false","""2026-04-18T07:39:41.288Z""","""2026-04-18T07:39:41.288Z"""
"0ab6e896-c700-45c4-9aa4-c9afc001b7cb","a9c347d3-1899-4269-98ac-f741e5f68d52","prod-3440c65c","Cagrilintide 10mg","0.50","135.00","67.50","false","""2026-04-23T20:01:49.286Z""","""2026-04-23T20:01:49.286Z"""
"0b0187e3-0a3b-4340-841b-caf8c7ca6e11","6a14bf76-7de8-470a-9fa1-74e229d60c9c","prod-fd59d68b","Convipen","3.00","8.50","25.50","false","""2026-04-15T11:20:49.746Z""","""2026-04-15T11:20:49.746Z"""
"0b1a21fe-2cb9-428c-94cb-5313b0290649","15370175-1912-4577-8652-aced59c714d2","prod-fd59d68b","Convipen","2.00","8.50","17.00","false","""2026-04-15T20:09:05.174Z""","""2026-04-15T20:09:05.174Z"""
"0b209850-d48a-4674-83b2-e9c6c2ed0340","cebca950-6097-4a42-aaee-cc08025fafdf","prod-921c7f23","Gensupen2","3.00","8.50","25.50","false","""2026-04-17T18:43:14.492Z""","""2026-04-17T18:43:14.492Z"""
"0bc0fe19-957c-47f1-9524-eca8349078ff","15d05784-951e-4011-9fe1-feb9b4832703","p049","Tesamorelin 10mg","1.00","125.00","125.00","false","""2026-04-24T22:56:06.249Z""","""2026-04-24T22:56:06.249Z"""
"0bfd95ec-4dfe-4f63-b72d-d08788632624","94a53034-9b50-4bc9-8836-d086d25a36b0","prod-fd59d68b","Convipen","1.00","11.53","11.53","false","""2026-04-15T11:41:03.979Z""","""2026-04-15T11:41:03.979Z"""
"0c048fd4-7c46-4bf4-a358-a414a42dafcc","4a842ae5-4bbf-4072-8ac7-4bf818af9fa3","p085","KPV 30mg","0.50","145.00","72.50","false","""2026-04-25T12:56:45.860Z""","""2026-04-25T12:56:45.860Z"""
"0c16b84e-04f1-4aa0-83a3-333be5e77d2b","aa1dd10a-f4ac-4c04-8955-7b4bdf08e61a","prod-fd59d68b","Convipen","2.00","8.50","17.00","false","""2026-04-20T18:26:21.819Z""","""2026-04-20T18:26:21.819Z"""
"0c63a588-d67b-4dec-bc9d-a5a97ef1c7f3","f8108132-7b79-43da-8cd0-84562753b941","p032","TB500 (TB4) 10mg","1.00","85.00","85.00","false","""2026-04-25T15:19:08.908Z""","""2026-04-25T15:19:08.908Z"""
"0cd9ec06-ac71-4ef4-a5e0-f0fd494a1615","8d2fd92e-c05f-48a8-a892-f152bc7a1c74","p067","Oxytocin 10mg (<99)","1.00","60.00","60.00","false","""2026-04-18T11:38:49.022Z""","""2026-04-18T11:38:49.022Z"""
"0d149eee-a783-4ce2-8e5e-92dd75afc89c","c5aa2b07-8aab-4a9d-9b7c-82c9ee360799","p084","KPV 10mg","1.00","60.00","60.00","false","""2026-04-18T20:43:33.658Z""","""2026-04-18T20:43:33.658Z"""
"0d17116c-4ba0-404b-bf4d-4ff06215d763","1c2d7a35-d2ef-4a2d-8131-6c8b1adb3d27","prod-921c7f23","Gensupen2","1.00","11.53","11.53","false","""2026-04-15T12:38:08.720Z""","""2026-04-15T12:38:08.720Z"""
"0d2b977e-5a6b-40a5-8bf5-610c4029ddc9","e9ab206e-c294-4d86-b50c-68f85b367d83","prod-fd59d68b","Convipen","1.00","8.50","8.50","false","""2026-04-21T14:07:55.223Z""","""2026-04-21T14:07:55.223Z"""
"0d6cc097-ccdf-4b1d-ab29-c0d73691b794","30f7a46f-84a5-412a-92ab-13c4ac2a7767","prod-8faf9af7","Retatrutide 140mg","1.00","340.00","340.00","false","""2026-04-14T00:21:47.271Z""","""2026-04-14T00:21:47.271Z"""
"0e9d4641-a3ee-49eb-8c8d-fd23749dd1f6","9f0ce21f-9c82-435a-b122-ab6ebfc7ab65","p079","GHK-CU 50mg","1.00","40.00","40.00","false","""2026-04-24T14:21:23.109Z""","""2026-04-24T14:21:23.109Z"""
"0eb6aee7-472e-4e77-8d43-a4e6282d4bb6","e659edb1-843a-4874-bac0-32ebf1b2ee0a","p085","KPV 30mg","2.00","145.00","290.00","false","""2026-04-26T05:37:09.390Z""","""2026-04-26T05:37:09.390Z"""
"0f476ead-594e-4769-84b2-68339b6f3abe","2a769951-5ba0-4a6b-8ca6-6337ccd2c7be","prod-8faf9af7","Retatrutide 140mg","1.00","340.00","340.00","false","""2026-04-23T07:48:59.625Z""","""2026-04-23T07:48:59.625Z"""
"0fe82c25-a7ea-4704-ad37-f4b7ebef09ea","63948701-a690-40bc-8b3f-e2d202f99446","p009","Retatrutide 10mg","2.00","95.00","190.00","false","""2026-04-25T09:22:26.081Z""","""2026-04-25T09:22:26.081Z"""
"102516f1-bf41-49c9-936d-05cba6d4ba2e","20db26c4-cd2b-4dfa-9cee-7081e134eca6","p024","HGH 10IU","1.00","50.00","50.00","false","""2026-04-16T08:20:51.550Z""","""2026-04-16T08:20:51.550Z"""
"1031da80-3b12-4713-a6cc-15b5610871f1","4d5e448f-a3f2-408f-91f4-80ae86deb963","p043","Melanotan I 10mg","1.00","50.00","50.00","false","""2026-04-25T03:13:57.517Z""","""2026-04-25T03:13:57.517Z"""
"1062958a-af53-4f53-8796-77c339b67e25","4e04ddbd-b4d5-46bd-aa74-aedaba806d3d","prod-921c7f23","Gensupen2","1.00","8.50","8.50","false","""2026-04-23T16:10:40.899Z""","""2026-04-23T16:29:57.347Z"""
"10e752c5-3017-487e-b814-b351bb02fd59","7d86ad17-0773-4ea0-a87e-95022c8933ba","p024","HGH 10IU","2.00","50.00","100.00","false","""2026-04-15T11:14:43.161Z""","""2026-04-15T11:14:43.161Z"""
"11479685-86e5-4b22-8134-fb1bcae4697a","8d2fd92e-c05f-48a8-a892-f152bc7a1c74","p073","CJC No DAC / Ipa 5/5mg","1.00","75.00","75.00","false","""2026-04-18T11:38:49.022Z""","""2026-04-18T11:38:49.022Z"""
"11483cdb-1a41-4dcf-a9f9-9f1937746cc3","5dabc1ae-393d-4bc0-a520-094465c8b990","prod-fd59d68b","Convipen","2.00","8.50","17.00","false","""2026-04-17T06:24:31.193Z""","""2026-04-17T06:24:31.193Z"""
"121797ca-44ce-45ce-945c-b98c23f2a372","28896ae7-e550-438e-8e8f-1b260bd2f0cc","p062","Selank 10mg","0.50","55.00","27.50","false","""2026-04-17T22:59:55.326Z""","""2026-04-17T22:59:55.326Z"""
"12a0f0aa-f3c9-49ce-a5dc-a272d86491be","bfade1e7-c4d3-4798-a1ff-b1f4e818dab4","p007","Tirzepatide 60mg","1.00","135.00","135.00","false","""2026-04-25T22:25:06.780Z""","""2026-04-25T22:25:06.780Z"""
"12e65c11-e975-43c9-bc60-42f15667cdb0","ada0a563-7e91-4fd9-825a-305ab7e8dfa0","p104","Pinealon 20mg","0.50","120.00","60.00","false","""2026-04-21T22:59:13.706Z""","""2026-04-21T22:59:13.706Z"""
"12ec7ac5-1df3-4cf3-838c-367fa5a772ff","ab868e22-e917-4505-8306-97e0165b2336","prod-8faf9af7","Retatrutide 140mg","1.00","340.00","340.00","false","""2026-04-23T20:00:00.401Z""","""2026-04-23T20:00:00.401Z"""
"12fa13ea-13ef-4553-994f-2ba5a48c667e","097a4596-0c5c-408a-88bf-306f446c31ff","p124","KPV 500mcg Tablets","1.00","55.00","55.00","false","""2026-04-19T07:32:30.040Z""","""2026-04-19T07:32:30.040Z"""
"133baeda-559a-4fad-abcc-feb274b8554d","133aa208-bd94-4c73-af25-42762f40e0fb","p042","Melanotan II 10mg","1.00","40.00","40.00","false","""2026-04-25T09:33:27.829Z""","""2026-04-25T09:33:27.829Z"""
"13700864-3721-4480-9332-cca876c2af7c","138733f8-86d8-46cc-bd05-1b3b5abf7624","","Gensupen2","2.00","8.50","17.00","false","""2026-04-15T13:47:18.056Z""","""2026-04-15T13:47:18.056Z"""
"13aca0ef-9eb0-42f1-adf0-20e07634b9a5","479912e4-a976-4a7c-a1d1-2bb48e3e0c82","prod-8faf9af7","Retatrutide 140mg","0.50","340.00","170.00","false","""2026-04-24T17:51:58.575Z""","""2026-04-24T17:51:58.575Z"""
"13b0aeb4-65c0-43a2-8c54-b0bbb946ceaa","f05026e7-386e-411f-891f-9de05046882c","p102","Cerebrolysin 30mg GMP 10ml 10vials","1.00","45.00","45.00","false","""2026-04-18T19:43:53.366Z""","""2026-04-18T19:43:53.366Z"""
"13c5976e-28d7-4039-b9da-d42643a96998","ce7600db-4607-4b7f-82fe-148d27d6bcde","p053","Mots-C 40mg","1.00","160.00","160.00","false","""2026-04-16T12:59:34.219Z""","""2026-04-16T12:59:34.219Z"""
"1448c4d9-b6d3-46af-86b7-d28198b7eb1c","c22390e1-f362-46fa-aab6-861557bee47f","prod-921c7f23","Gensupen2","2.00","8.50","17.00","false","""2026-04-17T14:12:20.175Z""","""2026-04-17T14:12:20.175Z"""
"14637f9b-7e62-46e9-9aad-90b7dff7485a","4a842ae5-4bbf-4072-8ac7-4bf818af9fa3","p063","Na Semax 10mg","0.50","70.00","35.00","false","""2026-04-25T12:56:45.860Z""","""2026-04-25T12:56:45.860Z"""
"1467ba10-9eaf-4969-91eb-ce0500dd7e1b","63948701-a690-40bc-8b3f-e2d202f99446","p073","CJC No DAC / Ipa 5/5mg","1.00","75.00","75.00","false","""2026-04-25T09:22:26.081Z""","""2026-04-25T09:22:26.081Z"""
"1561822c-806c-4ca3-9384-819169a61e0b","6918af60-21d0-47f9-8984-7fb5b1b5656d","p012","Retatrutide 40mg","0.50","165.00","82.50","false","""2026-04-26T06:06:02.060Z""","""2026-04-26T06:06:02.060Z"""
"1581f119-a717-47a2-9a12-978dea215ae4","8bff5c55-61d9-4bba-a6be-11adfe48f8ad","prod-fd59d68b","Convipen","3.00","8.50","25.50","false","""2026-04-18T22:46:44.963Z""","""2026-04-18T22:46:44.963Z"""
"1584cefa-9263-4578-af68-d603ec808714","75ee91e8-bd60-483d-965f-c82e89293296","p124","KPV 500mcg Tablets","2.00","55.00","110.00","false","""2026-04-23T17:23:23.228Z""","""2026-04-23T17:23:23.228Z"""
"15889dd4-8c05-4b10-b267-98f21b8dffa4","06f51a91-f839-452d-a93e-c0b6905bc0f5","p044","CJC-1295 with DAC 5mg","1.00","120.00","120.00","false","""2026-04-26T07:30:15.146Z""","""2026-04-26T07:30:15.146Z"""
"16711cfc-f73b-4979-8e80-c3264188cba0","af4ca4b6-2a2b-4794-a96b-2c8807ce3aee","prod-921c7f23","Gensupen2","1.00","8.50","8.50","false","""2026-04-21T13:06:06.925Z""","""2026-04-21T13:06:06.925Z"""
"1676bf03-4424-4721-8e0a-115affd2a875","ada0a563-7e91-4fd9-825a-305ab7e8dfa0","p006","Tirzepatide 45mg","1.00","115.00","115.00","false","""2026-04-21T22:59:13.706Z""","""2026-04-21T22:59:13.706Z"""
"16d7b229-8b05-4ae3-9924-fa76860d4f22","a631f732-c512-4b5d-84e5-bd660207a5f3","p020","GAC water 3ml","1.00","15.00","15.00","false","""2026-04-25T09:42:56.554Z""","""2026-04-25T09:42:56.554Z"""
"173d2196-c547-4033-8960-70c82aaa536f","4e18753e-10d8-4fd2-ba04-f3a92097c62a","p087","KPV & GHK-CU Blend","1.00","110.00","110.00","false","""2026-04-17T18:27:41.471Z""","""2026-04-17T18:27:41.471Z"""
"174c729a-43da-49cb-939d-a707414401b4","82153e32-be22-45e1-baf9-9f332ff0a885","p004","Tirzepatide 20mg","1.00","85.00","85.00","false","""2026-04-18T09:33:18.913Z""","""2026-04-18T09:33:18.913Z"""
"176d3d09-4e0d-4bda-902f-3be277362ecc","63948701-a690-40bc-8b3f-e2d202f99446","p071","BPC 5mg / TB4 5mg Blend","2.00","80.00","160.00","false","""2026-04-25T09:22:26.081Z""","""2026-04-25T09:22:26.081Z"""
"1773d03f-7c75-48c0-a172-bd5315ddea43","f20577c7-1242-4bec-a891-7fdb2f370e96","prod-fd59d68b","Convipen","2.00","8.50","17.00","false","""2026-04-25T21:06:44.814Z""","""2026-04-25T21:06:44.814Z"""
"179a1915-d735-47ac-af31-defad85b0c95","1df7fa30-ddf5-4909-b3fe-7a624926904e","p012","Retatrutide 40mg","1.00","165.00","165.00","false","""2026-04-18T22:06:13.615Z""","""2026-04-18T22:06:13.615Z"""
"17b10b1d-c512-4d8f-9b3d-3619b7c5181c","f4c02ea2-8ecd-403d-893d-9178eb6ab622","p112","Livagen 20mg","1.00","120.00","120.00","false","""2026-04-24T19:28:34.183Z""","""2026-04-24T19:28:34.183Z"""
"17e4f106-0f23-4287-9b53-41dabce1e59f","3139bfe7-80ef-4aaf-b35b-4b12bbb617ff","prod-fd59d68b","Convipen","2.00","8.50","17.00","false","""2026-04-17T07:20:53.385Z""","""2026-04-17T07:20:53.385Z"""
"18953a71-2d49-4442-acef-a768b32c986f","26a0a306-6031-46ff-aad8-4b732a829368","p084","KPV 10mg","1.00","60.00","60.00","false","""2026-04-25T11:31:23.419Z""","""2026-04-25T11:31:23.419Z"""
"1919aab2-f8fd-4e7d-9728-0a67af08bbbe","efc377f8-dde5-4ccb-bee6-ed8e5a32f9e3","prod-3440c65c","Cagrilintide 10mg","0.50","135.00","67.50","false","""2026-04-25T02:07:12.113Z""","""2026-04-25T02:07:12.113Z"""
"191fca55-beb3-402e-8721-3cb2802aa7ef","bdc50c29-6709-4fa3-a1bd-2b265fa1bff1","prod-fd59d68b","Convipen","3.00","8.50","25.50","false","""2026-04-19T13:24:24.544Z""","""2026-04-19T13:24:24.544Z"""
"1928f9c4-a881-46c8-94fe-fbcd8eb10449","f05026e7-386e-411f-891f-9de05046882c","p012","Retatrutide 40mg","1.00","165.00","165.00","false","""2026-04-18T19:43:53.366Z""","""2026-04-18T19:43:53.366Z"""
"19558443-1d79-4fe7-bc8c-5f992a7e5e15","94a53034-9b50-4bc9-8836-d086d25a36b0","prod-921c7f23","Gensupen2","2.00","11.53","23.06","false","""2026-04-15T11:41:03.979Z""","""2026-04-15T11:41:03.979Z"""
"198035f3-13e7-4bda-8342-fa18f0ecb46e","75ee91e8-bd60-483d-965f-c82e89293296","p078","GHK-CU 100mg","1.00","51.00","51.00","false","""2026-04-23T17:23:23.228Z""","""2026-04-23T17:23:23.228Z"""
"19864f20-44bc-4f88-978e-481cc512b3b7","4d0d99c2-0683-4154-b0fb-49b0b523443e","","Retatrutide 140mg","0.50","340.00","170.00","false","""2026-04-17T11:58:46.922Z""","""2026-04-17T11:58:46.922Z"""
"1a22fc7c-175f-4987-923d-21d9b10745c7","0e847f77-8fd1-434e-b0c6-f60e5734f496","p012","Retatrutide 40mg","1.00","165.00","165.00","false","""2026-04-14T13:07:18.521Z""","""2026-04-14T13:07:18.521Z"""
"1a2b094a-9905-438f-bcde-03bfb328e53d","84d2acb4-498e-496c-8d2d-d31b925c670b","p119","GHK-CU 10g Raw","1.00","85.00","85.00","false","""2026-04-16T07:38:10.402Z""","""2026-04-16T07:38:10.402Z"""
"1a983a56-57ef-4238-80bf-c6d88e573434","06f51a91-f839-452d-a93e-c0b6905bc0f5","p061","Semax 10mg","1.00","55.00","55.00","false","""2026-04-26T07:30:15.146Z""","""2026-04-26T07:30:15.146Z"""
"1aab4bec-ec48-4e38-88e5-bd8c1d2827aa","54aa59dc-6b78-4d1f-84f8-b2b034718176","prod-fd59d68b","Convipen","2.00","8.50","17.00","false","""2026-04-17T07:45:05.202Z""","""2026-04-17T07:45:05.202Z"""
"1afb97d0-a28b-419a-8bb2-6e1cc690ea95","b577738a-1f9e-4fce-b61f-69d9bdea6457","prod-fd59d68b","Convipen","2.00","8.50","17.00","false","""2026-04-16T22:12:39.362Z""","""2026-04-16T22:12:39.362Z"""
"1b00250e-3363-49ab-adb1-079e5013b083","c58da099-258d-4e12-84d4-db21f33b5d9f","prod-fd59d68b","Convipen","1.00","11.55","11.55","false","""2026-04-15T11:35:57.252Z""","""2026-04-15T11:35:57.252Z"""
"1b225732-c1f9-42ee-97ad-13f603233123","2f18c84d-cd7d-44a1-b390-86b7ff29886f","prod-d10fabfb","Semaglutide 5mg","1.00","45.00","45.00","false","""2026-04-17T17:49:52.314Z""","""2026-04-17T17:49:52.314Z"""
"1be3d848-e6b1-4385-bcbf-019ee190c20e","c22390e1-f362-46fa-aab6-861557bee47f","prod-fd59d68b","Convipen","1.00","8.50","8.50","false","""2026-04-17T14:12:20.175Z""","""2026-04-17T14:12:20.175Z"""
"1c43cb11-ae3a-43e0-ac3b-32ab3cfdf036","92d84fba-b842-417c-8aef-f778a42f78e0","p021","BAC water 3ml","2.00","15.00","30.00","false","""2026-04-24T20:46:24.285Z""","""2026-04-24T20:46:24.285Z"""
"1c8575c5-b4d1-476a-ae3b-2be555d72277","60452dd2-8a42-49e1-8ec9-4b1893dc47ce","prod-fd59d68b","Convipen","3.00","8.50","25.50","false","""2026-04-15T18:56:45.525Z""","""2026-04-15T18:56:45.525Z"""
"1cd97397-fb0e-4bd4-8fbc-19f4bb4d4065","28896ae7-e550-438e-8e8f-1b260bd2f0cc","p061","Semax 10mg","0.50","55.00","27.50","false","""2026-04-17T22:59:55.326Z""","""2026-04-17T22:59:55.326Z"""
"1ce5b314-0352-4e09-a30f-95314c45ace4","29d39aab-fc70-4096-adde-4e3f0ce8d825","p009","Retatrutide 10mg","0.50","95.00","47.50","false","""2026-04-19T04:57:07.800Z""","""2026-04-19T04:57:07.800Z"""
"1d2a271a-b14c-4ed9-b729-479c14c8bc37","c58da099-258d-4e12-84d4-db21f33b5d9f","prod-921c7f23","Gensupen2","1.00","11.55","11.55","false","""2026-04-15T11:35:57.252Z""","""2026-04-15T11:35:57.252Z"""
"1d886fcf-c6cb-4ab7-82e4-12eeed23ca43","50c2f55c-7d81-430b-a58a-5bb9ba163948","prod-921c7f23","Gensupen2","2.00","11.53","23.06","false","""2026-04-15T12:04:27.344Z""","""2026-04-15T12:04:27.344Z"""
"1da78262-eed9-473e-8858-1ab1bcbcc63e","28896ae7-e550-438e-8e8f-1b260bd2f0cc","p021","BAC water 3ml","1.00","15.00","15.00","false","""2026-04-17T22:59:55.326Z""","""2026-04-17T22:59:55.326Z"""
"1e7b8533-9826-47f5-8e85-6dac2d2d6239","1b4f9317-9276-46c9-94e9-4ab61ee65f78","p006","Tirzepatide 45mg","1.00","115.00","115.00","false","""2026-04-24T13:51:29.094Z""","""2026-04-24T13:51:29.094Z"""
"1ef38fc7-b416-4142-af7e-cd3703b6f1b3","240ca245-bd2b-43dc-a865-8a4e9acf7aec","","Cagrilintide 10mg","1.00","135.00","135.00","false","""2026-04-19T15:33:51.271Z""","""2026-04-19T15:33:51.271Z"""
"1f4c8ae0-098d-44ab-a1e0-b907313256e5","37996d0b-8dc3-44eb-adad-b07ab353a803","p109","Cartalax 20mg","1.00","120.00","120.00","false","""2026-04-19T12:03:56.585Z""","""2026-04-19T12:03:56.585Z"""
"1f860d32-f5f9-4d58-98bd-2a1caf6e7ef1","06eb127e-4ca0-415f-b331-b5a4b15d24ab","prod-921c7f23","Gensupen2","1.00","8.50","8.50","false","""2026-04-15T11:12:40.510Z""","""2026-04-15T11:12:40.510Z"""
"1fa90e4e-fa32-4057-8c58-d92f3853ab8b","c677e3a5-6cfc-4c50-9aff-f618817404f7","p062","Selank 10mg","1.00","55.00","55.00","false","""2026-04-23T18:49:56.343Z""","""2026-04-23T18:49:56.343Z"""
"1fbcd506-7d61-4e91-b75e-1184cfedd4ea","da0d0c71-8707-4378-942e-420115eec096","p072","BPC 10mg / TB4 10mg Blend","1.00","135.00","135.00","false","""2026-04-19T08:10:33.941Z""","""2026-04-19T08:10:33.941Z"""
