id,recipient_type,recipient_username,recipient_chat_id,message_text,sent_at,delivered,error_message
18,user,,5806064003,"🔐 <b>Password Reset</b>

Your one-time reset code is:

<code>612253</code>

This code expires in <b>10 minutes</b>. If you didn't request this, you can safely ignore it.",2026-04-17 22:23:50.269584+00,t,
19,user,,5806064003,"🔐 <b>Password Reset</b>

Your one-time reset code is:

<code>887042</code>

This code expires in <b>10 minutes</b>. If you didn't request this, you can safely ignore it.",2026-04-17 22:25:16.806798+00,t,
20,admin,,6178447383,"🙋 <b>New Customer</b>
@pepbandleader just registered an account.",2026-04-17 22:27:09.777392+00,t,
21,admin,,6178447383,"🙋 <b>New Customer</b>
@beastuemc just registered an account.",2026-04-17 22:27:57.092668+00,t,
22,admin,,6178447383,"🙋 <b>New Customer</b>
@lore24ge just registered an account.",2026-04-17 22:37:26.823336+00,t,
23,user,,5427278554,"👋 <b>Welcome!</b>

To link your Peps Anonymous account:
1. Go to your Profile in the app
2. Open <b>Telegram Notifications</b>
3. Tap <b>Link Telegram</b> to get a code
4. Send <code>/link YOUR_CODE</code> here

Send /stop to unlink at any time.",2026-04-17 22:37:40.025403+00,t,
24,admin,,6178447383,"🙋 <b>New Customer</b>
@f00bz just registered an account.",2026-04-17 22:40:29.521443+00,t,
25,admin,,6178447383,"✏️ <b>Order Edited</b> <code>#4110</code>
By: @littledragon25

• KPV 500mcg Tablets ×1 @ $55.00 = $55.00
• Cagrilintide 5mg ×1 @ $90.00 = $90.00

Delivery: InPost ($3.00)
New Total: $148.00",2026-04-17 22:41:14.678897+00,t,
26,user,,8641741867,"👋 <b>Welcome!</b>

To link your Peps Anonymous account:
1. Go to your Profile in the app
2. Open <b>Telegram Notifications</b>
3. Tap <b>Link Telegram</b> to get a code
4. Send <code>/link YOUR_CODE</code> here

Send /stop to unlink at any time.",2026-04-17 22:41:19.813418+00,t,
27,user,,8641741867,"✅ <b>Linked!</b> Your Telegram is now connected to your @f00bz account.

You'll receive notifications here for order updates, payments, and more.

Send /stop at any time to unlink.",2026-04-17 22:41:19.912351+00,t,
28,user,,8641741867,"✅ <b>Connection confirmed!</b>

Your Telegram is successfully linked to your Peps Anonymous account.

You'll receive notifications here for order updates, payments, and status changes.",2026-04-17 22:41:42.316571+00,t,
29,admin,,6178447383,"🙋 <b>New Customer</b>
@barrytpb just registered an account.",2026-04-17 22:43:44.425754+00,t,
30,admin,,6178447383,"🙋 <b>New Customer</b>
@jtarvos just registered an account.",2026-04-17 22:44:48.216798+00,t,
31,admin,,6178447383,"✏️ <b>Order Edited</b> <code>#2585</code>
By: @mirculina

• Cartalax 20mg ×1 @ $120.00 = $120.00
• GHK-CU 100mg ×1 @ $51.00 = $51.00
• DSIP 5mg ×1 @ $35.00 = $35.00

Delivery: InPost ($3.00)
New Total: $209.00",2026-04-17 22:49:32.075021+00,t,
32,admin,,6178447383,"🙋 <b>New Customer</b>
@ch37tg just registered an account.",2026-04-17 22:54:19.805439+00,t,
33,user,,8464813432,"👋 <b>Welcome!</b>

To link your Peps Anonymous account:
1. Go to your Profile in the app
2. Open <b>Telegram Notifications</b>
3. Tap <b>Link Telegram</b> to get a code
4. Send <code>/link YOUR_CODE</code> here

Send /stop to unlink at any time.",2026-04-17 22:54:39.538982+00,t,
34,user,,8464813432,"✅ <b>Linked!</b> Your Telegram is now connected to your @ch37tg account.

You'll receive notifications here for order updates, payments, and more.

Send /stop at any time to unlink.",2026-04-17 22:54:51.495799+00,t,
35,admin,,6178447383,"🙋 <b>New Customer</b>
@rixtz1 just registered an account.",2026-04-17 22:54:54.934402+00,t,
36,user,idxb,1708971928,"✏️ <b>Order Updated</b>

Your order <code>#1958</code> has been updated.

From: @idxb
New Total: $385.50
Delivery: Royal Mail",2026-04-17 22:59:55.475118+00,t,
37,admin,,6178447383,"✏️ <b>Order Edited</b> <code>#1958</code>
By: @idxb

• GHK-CU 50mg ×1 @ $40.00 = $40.00
• 5-Amino-1MQ 10mg ×0.5 @ $55.00 = $27.50
• GHK-CU 100mg ×0.5 @ $51.00 = $25.50
• BAC water 3ml ×1 @ $15.00 = $15.00
• Selank 10mg ×0.5 @ $55.00 = $27.50
• Semax 10mg ×0.5 @ $55.00 = $27.50
• BPC 10mg / TB4 10mg Blend ×0.5 @ $135.00 = $67.50
• Epitalon 10mg ×0.5 @ $45.00 = $22.50
• Tesamorelin 10mg ×0.5 @ $125.00 = $62.50
• Retatrutide 20mg ×0.5 @ $120.00 = $60.00

Delivery: Royal Mail ($10.00)
New Total: $385.50",2026-04-17 22:59:55.552148+00,t,
38,admin,,6178447383,"🙋 <b>New Customer</b>
@dees_dreamland just registered an account.",2026-04-17 23:25:15.44991+00,t,
39,user,,6917683983,"👋 <b>Welcome!</b>

To link your Peps Anonymous account:
1. Go to your Profile in the app
2. Open <b>Telegram Notifications</b>
3. Tap <b>Link Telegram</b> to get a code
4. Send <code>/link YOUR_CODE</code> here

Send /stop to unlink at any time.",2026-04-17 23:25:34.129684+00,t,
40,user,,6917683983,"✅ <b>Linked!</b> Your Telegram is now connected to your @dees_dreamland account.

You'll receive notifications here for order updates, payments, and more.

Send /stop at any time to unlink.",2026-04-17 23:25:38.401528+00,t,
41,user,,6917683983,"✅ <b>Connection confirmed!</b>

Your Telegram is successfully linked to your Peps Anonymous account.

You'll receive notifications here for order updates, payments, and status changes.",2026-04-17 23:25:50.220318+00,t,
42,user,crusader2077,747955164,"✏️ <b>Order Updated</b>

Your order <code>#5906</code> has been updated.

From: @crusader2077
New Total: $1814.00
Delivery: InPost",2026-04-17 23:32:02.216027+00,t,
43,admin,,6178447383,"✏️ <b>Order Edited</b> <code>#5906</code>
By: @crusader2077

• KLOW (TB 10mg + BPC 10mg + KPV 10mg + GHK 50mg) ×1 @ $160.00 = $160.00
• Na Selank ×1 @ $70.00 = $70.00
• Na Semax ×1 @ $70.00 = $70.00
• Tesamorelin 20mg ×1 @ $220.00 = $220.00
• Mazdutide 10mg ×1 @ $160.00 = $160.00
• PT141 10mg ×1 @ $60.00 = $60.00
• GHK-CU 100mg ×1 @ $51.00 = $51.00
• Melanotan I 10mg ×1 @ $50.00 = $50.00
• 5-Amino-1MQ 50mg ×1 @ $75.00 = $75.00
• Kisspeptin 10mg ×1 @ $70.00 = $70.00
• KPV 30mg ×1 @ $145.00 = $145.00
• KPV 10mg ×1 @ $60.00 = $60.00
• Oxytocin 10mg (<99) ×1 @ $60.00 = $60.00
• BPC 10mg / TB4 10mg Blend ×1 @ $135.00 = $135.00
• N-Acetyl Epitalon 20mg ×1 @ $110.00 = $110.00
• GLOW (TB4 10mg + BPC 10mg + GHK 50mg) ×1 @ $135.00 = $135.00
• CJC No DAC / Ipa 5/5mg ×1 @ $75.00 = $75.00
• Mots-C 20mg ×1 @ $95.00 = $95.00

Delivery: InPost ($3.00)
Tip: $10.00
New Total: $1814.00",2026-04-17 23:32:02.271069+00,f,"Bad Request: can't parse entities: Unsupported start tag ""99)"" at byte offset 595"
44,admin,,6178447383,"🙋 <b>New Customer</b>
@addison086 just registered an account.",2026-04-17 23:36:28.709855+00,t,
45,user,,8275504321,"👋 <b>Welcome!</b>

To link your Peps Anonymous account:
1. Go to your Profile in the app
2. Open <b>Telegram Notifications</b>
3. Tap <b>Link Telegram</b> to get a code
4. Send <code>/link YOUR_CODE</code> here

Send /stop to unlink at any time.",2026-04-17 23:36:55.56167+00,t,
46,user,,8275504321,"✅ <b>Linked!</b> Your Telegram is now connected to your @addison086 account.

You'll receive notifications here for order updates, payments, and more.

Send /stop at any time to unlink.",2026-04-17 23:36:57.735503+00,t,
47,user,,8275504321,"✅ <b>Connection confirmed!</b>

Your Telegram is successfully linked to your Peps Anonymous account.

You'll receive notifications here for order updates, payments, and status changes.",2026-04-17 23:37:04.102413+00,t,
48,admin,,6178447383,"🙋 <b>New Customer</b>
@benji1205 just registered an account.",2026-04-17 23:49:40.219239+00,t,
49,admin,,6178447383,"🙋 <b>New Customer</b>
@worldwidecx just registered an account.",2026-04-18 00:03:59.251668+00,t,
50,admin,,6178447383,"🙋 <b>New Customer</b>
@ohotoba just registered an account.",2026-04-18 00:10:02.552972+00,t,
51,admin,,6178447383,"🙋 <b>New Customer</b>
@hecks1995 just registered an account.",2026-04-18 00:40:40.487473+00,t,
52,admin,,6178447383,"🙋 <b>New Customer</b>
@erikaalice8 just registered an account.",2026-04-18 01:01:53.537691+00,t,
53,user,con1642,7647667967,"✏️ <b>Order Updated</b>

Your order <code>#2348</code> has been updated.

From: @con1642
New Total: $265.00
Delivery: Royal Mail",2026-04-18 01:17:40.728622+00,t,
54,admin,,6178447383,"✏️ <b>Order Edited</b> <code>#2348</code>
By: @con1642

• KLOW (TB 10mg + BPC 10mg + KPV 10mg + GHK 50mg) ×1 @ $160.00 = $160.00
• TB500 (TB4) 10mg ×1 @ $85.00 = $85.00

Delivery: Royal Mail ($10.00)
Tip: $10.00
New Total: $265.00",2026-04-18 01:17:40.760205+00,t,
55,admin,,6178447383,"🙋 <b>New Customer</b>
@mcgadav just registered an account.",2026-04-18 01:29:43.35834+00,t,
56,user,,713703914,"👋 <b>Welcome!</b>

To link your Peps Anonymous account:
1. Go to your Profile in the app
2. Open <b>Telegram Notifications</b>
3. Tap <b>Link Telegram</b> to get a code
4. Send <code>/link YOUR_CODE</code> here

Send /stop to unlink at any time.",2026-04-18 01:29:57.04658+00,t,
57,user,,713703914,"✅ <b>Linked!</b> Your Telegram is now connected to your @mcgadav account.

You'll receive notifications here for order updates, payments, and more.

Send /stop at any time to unlink.",2026-04-18 01:30:01.88111+00,t,
58,user,,713703914,"✅ <b>Connection confirmed!</b>

Your Telegram is successfully linked to your Peps Anonymous account.

You'll receive notifications here for order updates, payments, and status changes.",2026-04-18 01:30:13.130377+00,t,
59,user,,713703914,"✅ <b>Connection confirmed!</b>

Your Telegram is successfully linked to your Peps Anonymous account.

You'll receive notifications here for order updates, payments, and status changes.",2026-04-18 01:30:22.237205+00,t,
60,admin,,6178447383,"🙋 <b>New Customer</b>
@chip0x just registered an account.",2026-04-18 01:55:21.297936+00,t,
61,admin,,6178447383,"✏️ <b>Order Edited</b> <code>#2348</code>
By: @con1642

• TB500 (TB4) 10mg ×1 @ $85.00 = $85.00
• Bronchogen 20mg ×1 @ $120.00 = $120.00
• Chonluten 20mg ×1 @ $120.00 = $120.00
• 5-Amino-1MQ 50mg ×2 @ $75.00 = $150.00

Delivery: Royal Mail ($10.00)
Tip: $10.00
New Total: $495.00",2026-04-18 01:58:46.334067+00,t,
62,user,con1642,7647667967,"✏️ <b>Order Updated</b>

Your order <code>#2348</code> has been updated.

From: @con1642
New Total: $495.00
Delivery: Royal Mail",2026-04-18 01:58:46.348202+00,t,
63,admin,,6178447383,"🙋 <b>New Customer</b>
@rolfbartels just registered an account.",2026-04-18 03:27:44.094359+00,t,
64,admin,,6178447383,"🙋 <b>New Customer</b>
@justrandom66 just registered an account.",2026-04-18 03:48:44.349433+00,t,
65,user,redbiro,874556867,"💰 <b>Payment Confirmed!</b>

Payment for order <code>#9594</code> has been confirmed.
GB: <b>Autopen GB</b>

From: @redbiro
User Total: £20.00
Delivery: InPost or RM QR Code
Payment: Paid

Thank you!

<a href=""https://saltandpeps.co.uk/account"">View your orders →</a>",2026-04-18 04:20:14.88214+00,t,
66,user,reidyontour,7596816256,"🛒 <b>Order Placed!</b>

Your order <code>#4144</code> has been submitted.
GB: <b>Uther April GB</b>
Organiser: Admin

From: @reidyontour
Date: 18 Apr 2026
Order Total: <b>$163.00</b>
Items:
  • KLOW (TB 10mg + BPC 10mg + KPV 10mg + GHK 50mg) ×1
Total Qty: 1
Delivery: InPost
Tip: $0.00
Payment: Unpaid

<a href=""https://peps-anonymous.replit.app/account"">View your orders →</a>",2026-04-18 05:29:56.92291+00,t,
67,admin,,6178447383,"🆕 <b>New Order</b> <code>#4144</code>
GB: <b>Uther April GB</b>
Organiser: Admin
From: @reidyontour
Payment: Unpaid

• KLOW (TB 10mg + BPC 10mg + KPV 10mg + GHK 50mg) ×1 @ $160.00 = $160.00

Delivery: InPost ($3.00)
User Total: $163.00",2026-04-18 05:29:57.016436+00,t,
68,admin,,6178447383,"🙋 <b>New Customer</b>
@moosetard just registered an account.",2026-04-18 05:41:30.390309+00,t,
69,admin,,6178447383,"🆕 <b>New Order</b> <code>#5412</code>
GB: <b>Uther April GB</b>
Organiser: Admin
From: @bjtheway85
Payment: Unpaid

• 5-Amino-1MQ 50mg ×1 @ $75.00 = $75.00
• KLOW (TB 10mg + BPC 10mg + KPV 10mg + GHK 50mg) ×1 @ $160.00 = $160.00
• GAC water 10ml ×1 @ $25.00 = $25.00
• Cartalax 20mg ×1 @ $120.00 = $120.00

Delivery: InPost ($3.00)
User Total: $383.00",2026-04-18 05:54:59.857918+00,t,
70,admin,,6178447383,"🙋 <b>New Customer</b>
@bambig2026 just registered an account.",2026-04-18 06:44:09.606513+00,t,
71,user,,8406039112,"👋 <b>Welcome!</b>

To link your Peps Anonymous account:
1. Go to your Profile in the app
2. Open <b>Telegram Notifications</b>
3. Tap <b>Link Telegram</b> to get a code
4. Send <code>/link YOUR_CODE</code> here

Send /stop to unlink at any time.",2026-04-18 06:44:31.833688+00,t,
72,user,,8406039112,❌ Link code not recognised. Please generate a fresh code from the <b>Telegram Notifications</b> section of your Profile Hub.,2026-04-18 06:44:36.149503+00,t,
73,admin,,6178447383,"🙋 <b>New Customer</b>
@groggette just registered an account.",2026-04-18 06:49:09.215712+00,t,
74,admin,,6178447383,"🙋 <b>New Customer</b>
@retarequired just registered an account.",2026-04-18 07:10:07.818219+00,t,
75,admin,,6178447383,"✏️ <b>Order Edited</b> <code>#4110</code>
By: @littledragon25

• KPV 500mcg Tablets ×1 @ $55.00 = $55.00

Delivery: InPost ($3.00)
New Total: $58.00",2026-04-18 07:16:12.435368+00,t,
76,admin,,6178447383,"✏️ <b>Order Edited</b> <code>#4110</code>
By: @littledragon25

• KPV 500mcg Tablets ×2 @ $55.00 = $110.00

Delivery: InPost ($3.00)
New Total: $113.00",2026-04-18 07:16:56.745105+00,t,
77,admin,,6178447383,"🙋 <b>New Customer</b>
@timofeeeeeeeee just registered an account.",2026-04-18 07:18:02.189477+00,t,
78,admin,,6178447383,"✏️ <b>Order Edited</b> <code>#4110</code>
By: @littledragon25

• KPV 500mcg Tablets ×1 @ $55.00 = $55.00

Delivery: InPost ($3.00)
New Total: $58.00",2026-04-18 07:18:19.82424+00,t,
79,admin,,6178447383,"🙋 <b>New Customer</b>
@kevin just registered an account.",2026-04-18 07:30:51.492495+00,t,
80,user,untamedchazy,8401279118,"✏️ <b>Order Updated</b>

Your order <code>#5598</code> has been updated.

From: @untamedchazy
New Total: $992.50
Delivery: Royal Mail",2026-04-18 07:37:56.325816+00,t,
81,admin,,6178447383,"✏️ <b>Order Edited</b> <code>#5598</code>
By: @untamedchazy

• Tirzepatide 45mg ×1 @ $115.00 = $115.00
• GHK-CU 50mg ×2 @ $40.00 = $80.00
• BPC 157 10mg ×1 @ $45.00 = $45.00
• Retatrutide 40mg ×2 @ $165.00 = $330.00
• Melanotan II 10mg ×2 @ $40.00 = $80.00
• Tesamorelin 10mg ×0.5 @ $125.00 = $62.50
• BPC 5mg / TB4 5mg Blend ×1 @ $80.00 = $80.00
• Pinealon 20mg ×0.5 @ $120.00 = $60.00
• AHK-CU 100mg ×1 @ $60.00 = $60.00
• Kisspeptin 10mg ×1 @ $70.00 = $70.00

Delivery: Royal Mail ($10.00)
New Total: $992.50",2026-04-18 07:37:56.369893+00,t,
82,admin,,6178447383,"🆕 <b>New Order</b> <code>#7744</code>
GB: <b>Autopen GB</b>
Organiser: @mkp_uk
From: @ow1818
Payment: Unpaid

• Gensupen2 ×2 @ £8.50 = £17.00
• Convipen ×1 @ £8.50 = £8.50

Delivery: InPost or RM QR Code (£0.00)
User Total: £25.50",2026-04-18 07:39:41.693844+00,t,
83,user,rwvwsw,8275028158,"🛒 <b>Order Placed!</b>

Your order <code>#6958</code> has been submitted.
GB: <b>Uther April GB</b>
Organiser: Admin

From: @rwvwsw
Date: 18 Apr 2026
Order Total: <b>$130.00</b>
Items:
  • Thymosin Alpha-1 10mg ×1
Total Qty: 1
Delivery: InPost
Tip: $2.00
Payment: Unpaid

<a href=""https://peps-anonymous.replit.app/account"">View your orders →</a>",2026-04-18 07:43:44.853429+00,t,
84,admin,,6178447383,"🆕 <b>New Order</b> <code>#6958</code>
GB: <b>Uther April GB</b>
Organiser: Admin
From: @rwvwsw
Payment: Unpaid

• Thymosin Alpha-1 10mg ×1 @ $125.00 = $125.00

Delivery: InPost ($3.00)
Tip: $2.00
User Total: $130.00",2026-04-18 07:43:44.860018+00,t,
85,admin,,6178447383,"✏️ <b>Order Edited</b> <code>#8310</code>
By: @brudabrudda

• HGH 10IU ×2 @ $50.00 = $100.00
• GHK-CU 100mg ×1 @ $51.00 = $51.00
• TB500 (TB4) 10mg ×1 @ $85.00 = $85.00
• GHK-CU 50mg ×1 @ $40.00 = $40.00
• BAC water 10ml ×1 @ $25.00 = $25.00

Delivery: Royal Mail ($10.00)
New Total: $311.00",2026-04-18 08:06:10.424319+00,t,
86,user,brudabrudda,7552188081,"✏️ <b>Order Updated</b>

Your order <code>#8310</code> has been updated.

From: @brudabrudda
New Total: $311.00
Delivery: Royal Mail",2026-04-18 08:06:10.491165+00,t,
87,admin,,6178447383,"🙋 <b>New Customer</b>
@clandestinepassenger just registered an account.",2026-04-18 08:11:53.208736+00,t,
88,user,,31958367,"👋 <b>Welcome!</b>

To link your Peps Anonymous account:
1. Go to your Profile in the app
2. Open <b>Telegram Notifications</b>
3. Tap <b>Link Telegram</b> to get a code
4. Send <code>/link YOUR_CODE</code> here

Send /stop to unlink at any time.",2026-04-18 08:12:06.511279+00,t,
89,user,,31958367,❌ Link code not recognised. Please generate a fresh code from the <b>Telegram Notifications</b> section of your Profile Hub.,2026-04-18 08:12:21.937975+00,t,
90,user,,31958367,"✅ <b>Linked!</b> Your Telegram is now connected to your @clandestinepassenger account.

You'll receive notifications here for order updates, payments, and more.

Send /stop at any time to unlink.",2026-04-18 08:12:42.649071+00,t,
91,user,,31958367,"✅ <b>Connection confirmed!</b>

Your Telegram is successfully linked to your Peps Anonymous account.

You'll receive notifications here for order updates, payments, and status changes.",2026-04-18 08:12:47.25042+00,t,
92,user,jez57,5806064003,"💰 <b>Payment Confirmed!</b>

Payment for order <code>#9953</code> has been confirmed.
GB: <b>Autopen GB</b>

From: @jez57
User Total: £28.06
Delivery: InPost or RM QR Code
Payment: Paid

Thank you!

<a href=""https://saltandpeps.co.uk/account"">View your orders →</a>",2026-04-18 08:15:56.403685+00,t,
93,admin,,6178447383,"✏️ <b>Order Edited</b> <code>#4428</code>
By: @nikola kostadinov

• Retatrutide 20mg ×2 @ $120.00 = $240.00
• GHK-CU 100mg ×2 @ $51.00 = $102.00
• HGH 10IU ×1 @ $50.00 = $50.00

Delivery: Royal Mail ($10.00)
Tip: $5.00
New Total: $407.00",2026-04-18 08:38:02.977269+00,t,
94,admin,,6178447383,"🙋 <b>New Customer</b>
@illustrious just registered an account.",2026-04-18 08:50:48.471048+00,t,
95,admin,,6178447383,"✏️ <b>Order Edited</b> <code>#9534</code>
By: @julialeonard107

• Na Selank ×1 @ $70.00 = $70.00
• Na Semax ×1 @ $70.00 = $70.00
• PE-22-28 10mg ×1 @ $70.00 = $70.00
• BPC 157 10mg ×1 @ $45.00 = $45.00
• AHK-CU 100mg ×1 @ $60.00 = $60.00

Delivery: InPost ($3.00)
New Total: $318.00",2026-04-18 08:52:47.262388+00,t,
96,user,julialeonard107,1326613027,"✏️ <b>Order Updated</b>

Your order <code>#9534</code> has been updated.

From: @julialeonard107
New Total: $318.00
Delivery: InPost",2026-04-18 08:52:47.304135+00,t,
97,admin,,6178447383,"🆕 <b>New Order</b> <code>#5367</code>
GB: <b>Autopen GB</b>
Organiser: @mkp_uk
From: @timofeeeeeeeee
Payment: Unpaid

• Convipen ×2 @ £8.50 = £17.00

Delivery: InPost or RM QR Code (£0.00)
User Total: £17.00",2026-04-18 08:53:03.64478+00,t,
98,admin,,6178447383,"🙋 <b>New Customer</b>
@rb5wraport just registered an account.",2026-04-18 09:11:56.592904+00,t,
99,admin,,6178447383,"🙋 <b>New Customer</b>
@curlyc2002 just registered an account.",2026-04-18 09:16:46.614528+00,t,
100,user,,8176508253,"👋 <b>Welcome!</b>

To link your Peps Anonymous account:
1. Go to your Profile in the app
2. Open <b>Telegram Notifications</b>
3. Tap <b>Link Telegram</b> to get a code
4. Send <code>/link YOUR_CODE</code> here

Send /stop to unlink at any time.",2026-04-18 09:17:51.995737+00,t,
101,admin,,6178447383,"🙋 <b>New Customer</b>
@beargreene just registered an account.",2026-04-18 09:29:35.85525+00,t,
102,user,con1642,7647667967,"✏️ <b>Order Updated</b>
Your order <code>#2348</code> has been updated.
From: @con1642
New Total: $420.00
Delivery: Royal Mail",2026-04-18 09:33:19.05947+00,t,
103,admin,,6178447383,"✏️ <b>Order Edited</b> <code>#2348</code>
By: @con1642
• Tirzepatide 20mg ×1 @ $85.00 = $85.00
• Bronchogen 20mg ×1 @ $120.00 = $120.00
• Chonluten 20mg ×1 @ $120.00 = $120.00
• 5-Amino-1MQ 50mg ×1 @ $75.00 = $75.00
Delivery: Royal Mail ($10.00)
Tip: $10.00
New Total: $420.00",2026-04-18 09:33:19.060563+00,t,
104,admin,,6178447383,"✏️ <b>Order Edited</b> <code>#5576</code>
By: @mkp_uk
• Retatrutide 20mg ×1 @ $120.00 = $120.00
• Retatrutide 10mg ×1 @ $95.00 = $95.00
Delivery: InPost ($3.00)
New Total: $218.00",2026-04-18 09:33:40.125493+00,t,
105,user,mkp_uk,8080112715,"✏️ <b>Order Updated</b>
Your order <code>#5576</code> has been updated.
From: @mkp_uk
New Total: $218.00
Delivery: InPost",2026-04-18 09:33:40.143497+00,t,
106,user,,8210120002,"🔐 <b>Password Reset</b>
Your one-time reset code is:
<code>622587</code>
This code expires in <b>10 minutes</b>. If you didn't request this, you can safely ignore it.",2026-04-18 09:35:42.809594+00,t,
107,user,,8210120002,"🔐 <b>Password Reset</b>
Your one-time reset code is:
<code>303592</code>
This code expires in <b>10 minutes</b>. If you didn't request this, you can safely ignore it.",2026-04-18 09:36:38.213241+00,t,
108,admin,,6178447383,"✏️ <b>Order Edited</b> <code>#9470</code>
By: @dmacd9
• Vesugen 20mg ×1 @ $120.00 = $120.00
• Pinealon 20mg ×1 @ $120.00 = $120.00
Delivery: InPost ($3.00)
New Total: $243.00",2026-04-18 09:38:54.599685+00,t,
109,user,dmacd9,6297254372,"✏️ <b>Order Updated</b>
Your order <code>#9470</code> has been updated.
From: @dmacd9
New Total: $243.00
Delivery: InPost",2026-04-18 09:38:54.612989+00,t,
110,admin,,6178447383,"🙋 <b>New Customer</b>
@ljlek just registered an account.",2026-04-18 09:44:23.865712+00,t,
111,user,,5382998907,"👋 <b>Welcome!</b>
To link your Peps Anonymous account:
1. Go to your Profile in the app
2. Open <b>Telegram Notifications</b>
3. Tap <b>Link Telegram</b> to get a code
4. Send <code>/link YOUR_CODE</code> here
Send /stop to unlink at any time.",2026-04-18 09:44:39.15216+00,t,
112,admin,,6178447383,"🙋 <b>New Customer</b>
@attcbf just registered an account.",2026-04-18 09:48:11.574117+00,t,
113,admin,,6178447383,"🆕 <b>New Order</b> <code>#4103</code>
GB: <b>Autopen GB</b>
Organiser: @mkp_uk
From: @ljlek
Payment: Unpaid
• Convipen ×3 @ £8.50 = £25.50
Delivery: InPost or RM QR Code (£0.00)
User Total: £25.50",2026-04-18 09:49:10.060817+00,t,
114,user,,5061900704,"📢 <b>Message from your GB Organiser</b>
<b>Group Buy:</b> Autopen GB
<b>Organiser:</b> @mkp_uk
Hi, Please complete your order by making the payment and uploading a payment proof. Thanks.",2026-04-18 09:49:48.479704+00,t,
