id,telegram_username,event_category,event_type,entity_id,actor_username,actor_type,metadata,created_at
2bf2e439-eaf0-4276-b647-f8de189fc9dd,mand233,account,account.created,,,customer,"{""telegramUsername"": ""mand233"", ""registrationTimestamp"": ""2026-04-13T23:16:44.406Z""}",2026-04-13 23:16:44.414168+00
2ccfc154-8c14-499a-a2a3-8d02de4536a9,adev81,account,account.created,,,customer,"{""telegramUsername"": ""adev81"", ""registrationTimestamp"": ""2026-04-13T23:17:26.826Z""}",2026-04-13 23:17:26.916991+00
8b6a5584-d017-4d62-b2d4-9a57be3cf4bd,littlemower,account,account.created,,,customer,"{""telegramUsername"": ""littlemower"", ""registrationTimestamp"": ""2026-04-13T23:21:26.043Z""}",2026-04-13 23:21:26.05054+00
49f27fed-6211-4edd-8bb2-be3be31269af,josie_uk,account,account.created,,,customer,"{""telegramUsername"": ""josie_uk"", ""registrationTimestamp"": ""2026-04-13T23:32:05.846Z""}",2026-04-13 23:32:05.935146+00
2ffe7ae5-94ea-476e-834f-6e4f90bcfc90,irm1208,blood_test,blood_test.results_uploaded,8e6294a5-717b-4ed0-b919-121b6b74ab3c,,customer,"{""biomarkers"": [{""name"": ""Testosterone"", ""unit"": ""nmol/L"", ""value"": 33.8, ""refRangeLow"": 12, ""refRangeHigh"": 30}, {""name"": ""Free Testosterone"", ""unit"": ""nmol/L"", ""value"": 0.527, ""refRangeLow"": 0.226, ""refRangeHigh"": 0.65}, {""name"": ""Luteinising Hormone"", ""unit"": ""U/l"", ""value"": 5.4, ""refRangeLow"": 1.7, ""refRangeHigh"": 8.6}, {""name"": ""Follicle Stimulating Hormone"", ""unit"": ""U/l"", ""value"": 3.96, ""refRangeLow"": 1.5, ""refRangeHigh"": 12.4}, {""name"": ""Oestradiol"", ""unit"": ""pmol/L"", ""value"": 131, ""refRangeLow"": 41, ""refRangeHigh"": 159}, {""name"": ""Prolactin"", ""unit"": ""mIU/L"", ""value"": 298, ""refRangeLow"": 86, ""refRangeHigh"": 324}, {""name"": ""Sex Hormone Binding Globulin"", ""unit"": ""nmol/L"", ""value"": 59.4, ""refRangeLow"": 10, ""refRangeHigh"": 57}], ""biomarkerCount"": 7}",2026-04-14 08:55:30.204706+00
1ba9f3fc-0643-4c8f-8eb7-1e9ff33928fe,lh100498,group_buy,group_buy.left,93V4L,,customer,"{""groupBuyId"": ""93V4L""}",2026-04-14 10:43:17.94125+00
c6992abd-913a-4e50-8fb0-fe9a040134dd,bananawastaken,account,account.created,,,customer,"{""telegramUsername"": ""bananawastaken"", ""registrationTimestamp"": ""2026-04-13T23:40:58.229Z""}",2026-04-13 23:40:58.336328+00
800f48d7-f963-4ac3-921b-8a2614a3c7c9,nikola kostadinov,account,account.status_changed,,admin,admin,"{""accountStatus"": ""active""}",2026-04-14 20:08:09.74188+00
553dee3e-0bd0-4eae-bc9e-7c68cc7e9120,sicoted,group_buy,group_buy.joined,GW5JW,,customer,"{""phase"": ""active"", ""groupBuyId"": ""GW5JW"", ""groupBuyName"": ""Autopen GB""}",2026-04-15 11:09:36.368918+00
d883f08e-94a6-426f-b022-4d432fddffcd,antonyb766,group_buy,group_buy.joined,GW5JW,,customer,"{""phase"": ""active"", ""groupBuyId"": ""GW5JW"", ""groupBuyName"": ""Autopen GB""}",2026-04-15 11:45:27.890806+00
e70af522-89a9-4bdb-9570-b654652b19b5,vasendak,group_buy,group_buy.left,93V4L,,customer,"{""groupBuyId"": ""93V4L""}",2026-04-16 17:03:36.847538+00
99e7e0a1-e164-4ed5-8f98-735d80a1ab03,echopale,group_buy,group_buy.left,93V4L,,customer,"{""groupBuyId"": ""93V4L""}",2026-04-15 11:25:56.687972+00
1ce5553d-eea7-4edb-a78f-8c7b79a1f991,jord133,group_buy,group_buy.joined,GW5JW,,customer,"{""phase"": ""active"", ""groupBuyId"": ""GW5JW"", ""groupBuyName"": ""Autopen GB""}",2026-04-15 12:08:17.402012+00
36e0794f-003e-41ae-9390-6d4f91cca189,bigdladd,account,account.created,,,customer,"{""telegramUsername"": ""bigdladd"", ""registrationTimestamp"": ""2026-04-14T19:18:35.282Z""}",2026-04-14 19:18:35.378761+00
e5f34dc2-2af1-4fe3-b778-40e7e9bd46ad,grahamjoyce,account,account.created,,,customer,"{""telegramUsername"": ""grahamjoyce"", ""registrationTimestamp"": ""2026-04-14T07:30:33.374Z""}",2026-04-14 07:30:33.382445+00
0c357041-49e5-4b5b-adc1-b387ceab2e39,livejdm,account,account.created,,,customer,"{""telegramUsername"": ""livejdm"", ""registrationTimestamp"": ""2026-04-13T23:42:05.138Z""}",2026-04-13 23:42:05.147989+00
b5b1bd06-9bb0-4d3f-a378-7996fb28ae8f,avayamango,account,account.created,,,customer,"{""telegramUsername"": ""avayamango"", ""registrationTimestamp"": ""2026-04-14T08:09:48.215Z""}",2026-04-14 08:09:48.307779+00
851ed8b2-ca84-4ceb-91dd-14cf96cb25f4,caveguard,account,account.created,,,customer,"{""telegramUsername"": ""caveguard"", ""registrationTimestamp"": ""2026-04-16T17:29:57.194Z""}",2026-04-16 17:29:57.202039+00
65c16091-d834-4622-b7b3-e91a35c329df,mand233,group_buy,group_buy.left,93V4L,,customer,"{""groupBuyId"": ""93V4L""}",2026-04-13 23:54:49.790898+00
1830e963-7166-4cc8-92bb-1e505df10936,marl_el1,group_buy,group_buy.left,93V4L,,customer,"{""groupBuyId"": ""93V4L""}",2026-04-17 14:18:11.725545+00
ff71ddf7-f3b6-459d-8184-8def2abca4d4,thequakee,compound,compound.log_created,0c9e5c43-0f2b-442d-9bdf-30ecc8b707e3,,customer,"{""notes"": null, ""route"": ""IM"", ""endDate"": null, ""doseUnit"": ""mg"", ""frequency"": ""EOD"", ""startDate"": ""2026-04-06"", ""doseAmount"": 120, ""compoundName"": ""Testosterone Enanthate"", ""compoundType"": ""AAS""}",2026-04-14 08:59:09.58284+00
f79b27ed-aa03-48fd-a45c-ce44b149b878,mirculina,group_buy,group_buy.joined,GW5JW,,customer,"{""phase"": ""active"", ""groupBuyId"": ""GW5JW"", ""groupBuyName"": ""Autopen GB""}",2026-04-15 19:31:59.262637+00
d6a7dc3a-5ff6-4d5a-8ba7-7d3d48227358,irm1208,blood_test,blood_test.ai_discussion_message,d8e3cfa3-4357-4e7b-aea1-b8756cbf6be6,,customer,"{""sender"": ""user"", ""content"": ""Is my estrogen too high?"", ""characterCount"": 24, ""conversationId"": ""d8e3cfa3-4357-4e7b-aea1-b8756cbf6be6""}",2026-04-14 09:25:32.593986+00
623ce04d-00f7-4d27-af13-9cbb5f528346,bae boo,account,account.created,,,customer,"{""telegramUsername"": ""bae boo"", ""registrationTimestamp"": ""2026-04-14T00:00:57.681Z""}",2026-04-14 00:00:57.770395+00
b5efa34a-9a68-4955-96af-724f4e60fdac,hotlinerider,account,account.created,,,customer,"{""telegramUsername"": ""hotlinerider"", ""registrationTimestamp"": ""2026-04-14T01:33:13.605Z""}",2026-04-14 01:33:13.693478+00
29753fc8-b06c-4654-a027-d531a3eeccca,kre2101,account,account.created,,,customer,"{""telegramUsername"": ""kre2101"", ""registrationTimestamp"": ""2026-04-14T09:27:52.637Z""}",2026-04-14 09:27:52.762284+00
44f8a108-4c86-4bf2-995b-f2daee0339fd,irm1208,blood_test,blood_test.ai_discussion_message,d8e3cfa3-4357-4e7b-aea1-b8756cbf6be6,,customer,"{""sender"": ""user"", ""content"": ""test"", ""characterCount"": 4, ""conversationId"": ""d8e3cfa3-4357-4e7b-aea1-b8756cbf6be6""}",2026-04-14 09:32:53.542103+00
33a1bbd6-ee18-4936-87c9-7793601f4290,irm1208,blood_test,blood_test.ai_discussion_message,d8e3cfa3-4357-4e7b-aea1-b8756cbf6be6,,system,"{""sender"": ""ai"", ""content"": ""Your **Neutrophils** are significantly low at **0.38 10^9/L** (ref: **2–7.5 10^9/L**) ⚠ OUT OF RANGE. Neutrophils are a type of white blood cell crucial for fighting bacterial and fungal infections, so a low count (neutropenia) can indicate a compromised immune system or an underlying issue. This is compounded by your overall **White Blood Cells** being low at **2.79 10^9/L** (ref: **3–11 10^9/L**) ⚠ OUT OF RANGE.\n\n⚕️ Always consult a licensed healthcare professional before changing your protocol."", ""characterCount"": 502, ""conversationId"": ""d8e3cfa3-4357-4e7b-aea1-b8756cbf6be6""}",2026-04-14 09:33:21.016175+00
de34b202-368b-4c64-8d0b-0b188b10a78e,johnnywalker70,blood_test,blood_test.session_created,0a1994da-602f-4865-94fd-6a674090310c,,customer,"{""labName"": null, ""testDate"": ""2026-03-12"", ""testName"": ""Voy"", ""measurementType"": ""Non-fasting"", ""medicationNotes"": null}",2026-04-14 09:50:11.609904+00
b975f0c0-6f03-447a-9704-f5d953f15d9e,ash90skid,group_buy,group_buy.joined,GW5JW,,customer,"{""phase"": ""active"", ""groupBuyId"": ""GW5JW"", ""groupBuyName"": ""Autopen GB""}",2026-04-16 21:49:24.96214+00
f468c8ff-674f-43e8-84ea-44135f224df2,jord133,group_buy,group_buy.left,93V4L,,customer,"{""groupBuyId"": ""93V4L""}",2026-04-15 12:08:20.479369+00
b16dc573-0187-440b-aaba-e92500c209ef,billlehhhhhhjok,group_buy,group_buy.joined,GW5JW,,customer,"{""phase"": ""active"", ""groupBuyId"": ""GW5JW"", ""groupBuyName"": ""Autopen GB""}",2026-04-15 21:53:25.951182+00
2a8781f8-0c7d-4044-be2d-bbef25f7f146,jackw5827,group_buy,group_buy.left,DBD3Q,,customer,"{""groupBuyId"": ""DBD3Q""}",2026-04-15 11:27:46.598219+00
736c010f-3661-4482-811e-2f9926a759fe,griffog,order,order.deleted,62e4cce1-de32-4ec4-b5f8-c321094c0b63,,customer,"{""snapshot"": {""id"": ""62e4cce1-de32-4ec4-b5f8-c321094c0b63"", ""code"": ""4282"", ""status"": ""Submitted"", ""lineItems"": [{""quantity"": ""1.00"", ""lineTotal"": ""8.50"", ""unitPrice"": ""8.50"", ""productName"": ""Convipen""}], ""grandTotal"": ""8.50"", ""deliveryMethod"": ""InPost or RM QR Code""}}",2026-04-15 11:30:28.878799+00
1a7fc0db-d482-4a74-9c71-5b1172d1f51c,xxpoppyx,group_buy,group_buy.left,93V4L,,customer,"{""groupBuyId"": ""93V4L""}",2026-04-15 16:32:19.371419+00
1e43dda2-123c-4a1c-ad4a-2061729b4f34,vasendak,group_buy,group_buy.left,93V4L,,customer,"{""groupBuyId"": ""93V4L""}",2026-04-15 12:13:01.301905+00
887b793d-9a39-4938-8131-ae00bd5a5009,vasendak,group_buy,group_buy.joined,GW5JW,,customer,"{""phase"": ""active"", ""groupBuyId"": ""GW5JW"", ""groupBuyName"": ""Autopen GB""}",2026-04-15 12:13:33.875877+00
3ae79cbd-116a-4aec-9ba4-8c61a2a1d8b5,oakandiron,group_buy,group_buy.joined,GW5JW,,customer,"{""phase"": ""active"", ""groupBuyId"": ""GW5JW"", ""groupBuyName"": ""Autopen GB""}",2026-04-15 12:13:38.175629+00
2780eb6a-3540-4c41-8ed2-b8bda41c8f85,noshoesnoservice,account,account.created,,,customer,"{""telegramUsername"": ""noshoesnoservice"", ""registrationTimestamp"": ""2026-04-15T16:48:57.094Z""}",2026-04-15 16:48:57.101969+00
8c6bb188-a373-4e13-9607-50eacd24d17f,rcoutada@proton.me,account,account.created,,,customer,"{""telegramUsername"": ""rcoutada@proton.me"", ""registrationTimestamp"": ""2026-04-18T22:00:17.952Z""}",2026-04-18 22:00:18.046797+00
f6c85ab1-5f4a-492c-a844-146ad655a9c5,rwvwsw,group_buy,group_buy.joined,GW5JW,,customer,"{""phase"": ""active"", ""groupBuyId"": ""GW5JW"", ""groupBuyName"": ""Autopen GB""}",2026-04-17 06:14:26.690418+00
b7c7ad08-c26c-43b6-b09e-bf5e1aa5008d,rixtz1,group_buy,group_buy.joined,GW5JW,,customer,"{""phase"": ""active"", ""groupBuyId"": ""GW5JW"", ""groupBuyName"": ""Autopen GB""}",2026-04-18 23:24:44.863371+00
ee44c209-9075-4637-9acf-518702cf1c11,niallerr,account,account.created,,,customer,"{""telegramUsername"": ""niallerr"", ""registrationTimestamp"": ""2026-04-19T01:11:44.477Z""}",2026-04-19 01:11:44.576176+00
9811ef18-c065-475a-90af-26d470aa739b,pharmmd,account,account.created,,,customer,"{""telegramUsername"": ""pharmmd"", ""registrationTimestamp"": ""2026-05-03T10:17:22.450Z""}",2026-05-03 10:17:22.54007+00
7cc2d3b1-559e-4d14-af6c-600cf47ed945,jeanbaptistepassant,group_buy,group_buy.left,GW5JW,,customer,"{""groupBuyId"": ""GW5JW""}",2026-04-24 13:13:21.238792+00
dd806f11-6b06-4e50-939c-0cc48289cfc7,wesm001,account,account.created,,,customer,"{""telegramUsername"": ""wesm001"", ""registrationTimestamp"": ""2026-04-29T20:33:04.836Z""}",2026-04-29 20:33:04.845558+00
66653af0-7ca2-46cc-b89e-6a925cc7c384,marl_el1,account,account.created,,,customer,"{""telegramUsername"": ""marl_el1"", ""registrationTimestamp"": ""2026-04-14T07:11:19.144Z""}",2026-04-14 07:11:19.15221+00
936620e3-792e-4632-832e-1eec74674fa1,mkp_uk,group_buy,group_buy.joined,GW5JW,,customer,"{""phase"": ""active"", ""groupBuyId"": ""GW5JW"", ""groupBuyName"": ""Autopen GB""}",2026-04-14 07:40:09.705474+00
a02945f9-a0bd-477e-a8e0-036659b167fd,slimmyt247,account,account.created,,,customer,"{""telegramUsername"": ""slimmyt247"", ""registrationTimestamp"": ""2026-04-14T08:11:15.115Z""}",2026-04-14 08:11:15.214803+00
b6b377d4-ba9a-4fcd-b3ea-bb9499987d10,caveguard,group_buy,group_buy.joined,GW5JW,,customer,"{""phase"": ""active"", ""groupBuyId"": ""GW5JW"", ""groupBuyName"": ""Autopen GB""}",2026-04-16 17:33:04.453873+00
95e4a73e-ba98-4821-9548-87b77ea0dd2c,irm1208,blood_test,blood_test.session_created,7e1fcd96-ac3b-4b6e-b687-62cf9bae612f,,customer,"{""labName"": null, ""testDate"": ""2025-11-16"", ""testName"": null, ""measurementType"": ""Trough"", ""medicationNotes"": null}",2026-04-14 08:56:54.277978+00
cfda7f73-0f1b-49fb-8790-0c3716b1985b,misosososo,group_buy,group_buy.joined,GW5JW,,customer,"{""phase"": ""active"", ""groupBuyId"": ""GW5JW"", ""groupBuyName"": ""Autopen GB""}",2026-04-15 11:12:54.506009+00
87fff50a-24af-4d98-b02e-cd68a1c22783,murkle_8,account,account.created,,,customer,"{""telegramUsername"": ""murkle_8"", ""registrationTimestamp"": ""2026-04-14T00:18:31.844Z""}",2026-04-14 00:18:31.936195+00
75b207a8-bd2d-42b0-94bb-d3415c5b33be,thequakee,compound,compound.log_created,ce89d6c2-f9c2-41e8-b8eb-ce9feea4dd35,,customer,"{""notes"": null, ""route"": ""IM"", ""endDate"": null, ""doseUnit"": ""mg"", ""frequency"": ""EOD"", ""startDate"": ""2026-04-06"", ""doseAmount"": 60, ""compoundName"": ""NPP"", ""compoundType"": ""AAS""}",2026-04-14 09:00:36.246795+00
3d2851ff-1014-49a4-81af-27e212330c2a,thequakee,compound,compound.log_created,d0fc40f6-03c5-4b27-840f-3da0cba87dd4,,customer,"{""notes"": null, ""route"": ""SubQ"", ""endDate"": null, ""doseUnit"": ""IU"", ""frequency"": ""Daily"", ""startDate"": ""2026-03-24"", ""doseAmount"": 7, ""compoundName"": ""HGH"", ""compoundType"": ""Peptide""}",2026-04-14 09:04:44.104392+00
9149fef9-6578-498f-ad42-cb960dbe26ee,jeeunit,account,account.created,,,customer,"{""telegramUsername"": ""jeeunit"", ""registrationTimestamp"": ""2026-04-14T00:23:30.010Z""}",2026-04-14 00:23:30.018038+00
716b10a3-e152-4f29-a970-3293d363b99a,grundlefly1,account,account.created,,,customer,"{""telegramUsername"": ""grundlefly1"", ""registrationTimestamp"": ""2026-04-14T00:46:39.089Z""}",2026-04-14 00:46:39.183728+00
84c86c9d-78aa-4488-84b9-981218b02bdf,irm1208,blood_test,blood_test.ai_discussion_message,d8e3cfa3-4357-4e7b-aea1-b8756cbf6be6,,system,"{""sender"": ""ai"", ""content"": ""No, your **Oestradiol** level at **89.8 pmol/L** is comfortably within the reference range (**41–159 pmol/L**), so it's not too high. Your primary hormonal concern is your significantly low **Testosterone** at **9 nmol/L** (ref: **12–30 nmol/L**) ⚠ OUT OF RANGE, which could be contributing to symptoms commonly associated with hormonal imbalance. Addressing the low T would be a priority here.\n\n⚕️ Always consult a licensed healthcare professional before changing your protocol."", ""characterCount"": 479, ""conversationId"": ""d8e3cfa3-4357-4e7b-aea1-b8756cbf6be6""}",2026-04-14 09:25:32.669903+00
20d8105b-70fe-416d-91c3-8c9a1e8dc2d6,ahmaadj@gmail.com,account,account.created,,,customer,"{""telegramUsername"": ""ahmaadj@gmail.com"", ""registrationTimestamp"": ""2026-04-17T14:38:06.511Z""}",2026-04-17 14:38:06.606833+00
c23d157f-6a9f-4e56-a8ea-c7b9bcdf1e60,jonny_feather,account,account.created,,,customer,"{""telegramUsername"": ""jonny_feather"", ""registrationTimestamp"": ""2026-04-14T00:55:35.895Z""}",2026-04-14 00:55:35.983831+00
abf67a0d-bf47-4be7-bce6-a194e807ada1,irm1208,blood_test,blood_test.ai_discussion_message,d8e3cfa3-4357-4e7b-aea1-b8756cbf6be6,,customer,"{""sender"": ""user"", ""content"": ""Why is my Neutrophils low at 0.38 10^9/L?"", ""characterCount"": 41, ""conversationId"": ""d8e3cfa3-4357-4e7b-aea1-b8756cbf6be6""}",2026-04-14 09:33:20.929284+00
902e17c7-e9fa-4950-8ce2-c11b2a38816a,notmuchrom,account,account.created,,,customer,"{""telegramUsername"": ""notmuchrom"", ""registrationTimestamp"": ""2026-04-14T20:39:57.048Z""}",2026-04-14 20:39:57.137099+00
c89dc4b7-cbbb-4c9c-8944-8d4030d4f861,barney36000,account,account.created,,,customer,"{""telegramUsername"": ""barney36000"", ""registrationTimestamp"": ""2026-04-14T01:29:30.573Z""}",2026-04-14 01:29:30.671591+00
