"id","name","vendor","price","active","category","sort_order","source_group_buy_id","organiser_id","mg_size","stock","low_stock_threshold","created_at","updated_at","unit_count","weight_grams","wholesale_enabled","wholesale_price"
"2c4cf087-7afa-4596-825b-d108258c5369","DHB (1-Test Cyp)","WWB","40.00","true","aas",,"64K2M","j4mes_r","100mg",,,"""2026-04-15T17:12:08.890Z""","""2026-04-15T17:12:08.890Z""",,,"true",
"2ce3b58e-05c0-4e30-b4ed-55e481d72aa2","SNAP-8","WWB","40.00","true","peptide",,"64K2M","j4mes_r","10mg",,,"""2026-04-15T17:12:04.572Z""","""2026-04-15T17:12:04.572Z""",,,"true",
"2d42bd86-4ccf-43b5-9b90-3fcc7437744c","Aromasin (Exemestane)","WWB","30.00","true","other",,"64K2M","j4mes_r","25mg",,,"""2026-04-15T17:12:06.778Z""","""2026-04-15T17:12:06.778Z""",,,"true",
"2db1f6b0-704a-4163-9cfb-ca6bbf16695a","Ovagen","WWB","110.00","true","peptide",,"64K2M","j4mes_r","20mg",,,"""2026-04-15T17:12:05.586Z""","""2026-04-15T17:12:05.586Z""",,,"true",
"2efa474e-0103-4622-997e-9125a37f4e28","Lemon Bottle","WWB","60.00","true","other",,"64K2M","j4mes_r",,,,"""2026-04-15T17:12:09.344Z""","""2026-04-15T17:12:09.344Z""",,,"true",
"2fb2aa88-5ea0-4993-8d09-8e7bd2780c43","CJC-1295 Whitout DAC","WWB","70.00","true","peptide",,"64K2M","j4mes_r","5mg",,,"""2026-04-15T17:12:02.389Z""","""2026-04-15T17:12:02.389Z""",,,"true",
"305b57ec-dd70-4e27-a48a-a95707a8ca9e","AOD9604","WWB","85.00","true","peptide",,"64K2M","j4mes_r","5mg",,,"""2026-04-15T17:12:02.013Z""","""2026-04-15T17:12:02.013Z""",,,"true",
"30c95576-c355-4da7-a64f-7fe280fca68e","Vilon","WWB","110.00","true","peptide",,"64K2M","j4mes_r","20mg",,,"""2026-04-15T17:12:05.686Z""","""2026-04-15T17:12:05.686Z""",,,"true",
"30d01e21-be14-4032-9c9a-6a3c6dd36a6d","Thymosin Alpha-1","WWB","130.00","true","peptide",,"64K2M","j4mes_r","10mg",,,"""2026-04-15T17:12:05.068Z""","""2026-04-15T17:12:05.068Z""",,,"true",
"31e16b73-40fa-49c5-9ba8-37eb544e5c9b","RAD140","WWB","45.00","true","sarm",,"64K2M","j4mes_r","10mg",,,"""2026-04-15T17:12:07.049Z""","""2026-04-15T17:12:07.049Z""",,,"true",
"343fd47e-a6f3-4d42-9385-b341530d9efe","Tirzepatide","WWB","50.00","true","peptide",,"64K2M","j4mes_r","10mg",,,"""2026-04-15T17:12:01.253Z""","""2026-04-15T17:12:01.253Z""",,,"true",
"34eb0650-0b31-4c68-83db-1d94d4462cb8","D320 (vitamins)","WWB","70.00","true","other",,"64K2M","j4mes_r","20000iu",,,"""2026-04-15T17:12:09.369Z""","""2026-04-15T17:12:09.369Z""",,,"true",
"36cc37b1-cf52-4a79-984e-5fe759dfdd9e","Aicar","WWB","65.00","true","peptide",,"64K2M","j4mes_r","50mg",,,"""2026-04-15T17:12:05.261Z""","""2026-04-15T17:12:05.261Z""",,,"true",
"37c13178-f088-448e-ae4b-e1c4a72ec56b","Hexarelin","WWB","75.00","true","peptide",,"64K2M","j4mes_r","5mg",,,"""2026-04-15T17:12:03.380Z""","""2026-04-15T17:12:03.380Z""",,,"true",
"3ac6fd12-654d-40a6-b75a-8b78eeedd25a","Semaglutide","WWB","20.00","true","peptide",,"64K2M","j4mes_r","500mcg",,,"""2026-04-15T17:12:07.516Z""","""2026-04-15T17:12:07.516Z""",,,"true",
"3baa18d7-6be3-4a44-9537-7d4d11fca763","Cagrilintide + Semaglutide Blend","WWB","110.00","true","peptide",,"64K2M","j4mes_r","10mg",,,"""2026-04-15T17:12:02.240Z""","""2026-04-15T17:12:02.240Z""",,,"true",
"3ccef657-241e-46e2-b46b-164999332fef","Adamax","WWB","110.00","true","peptide",,"64K2M","j4mes_r","5mg",,,"""2026-04-15T17:12:05.214Z""","""2026-04-15T17:12:05.214Z""",,,"true",
"3cf812af-0d21-4f11-9667-fb493db057a1","Andarine S4","WWB","25.00","true","sarm",,"64K2M","j4mes_r","25mg",,,"""2026-04-15T17:12:07.127Z""","""2026-04-15T17:12:07.127Z""",,,"true",
"3da0bdf9-46a4-41c6-8876-05528e9ce713","ANAVAR","WWB","55.00","true","aas",,"64K2M","j4mes_r","25mg",,,"""2026-04-15T17:12:06.143Z""","""2026-04-15T17:12:06.143Z""",,,"true",
"3e33b316-3d94-43ac-8cc8-04b7dd755023","PNC 27","WWB","85.00","true","peptide",,"64K2M","j4mes_r","5mg",,,"""2026-04-15T17:12:04.496Z""","""2026-04-15T17:12:04.496Z""",,,"true",
"3eb40278-e85e-4a08-9aea-0d38fad03482","Metribolone","WWB","15.00","true","aas",,"64K2M","j4mes_r","5mg",,,"""2026-04-15T17:12:08.941Z""","""2026-04-15T17:12:08.941Z""",,,"true",
"3ef70cfa-40b0-465a-98ff-bb88e21ad222","Relaxation PM","WWB","110.00","true","other",,"64K2M","j4mes_r","553mg",,,"""2026-04-15T17:12:09.141Z""","""2026-04-15T17:12:09.141Z""",,,"true",
"40851f45-c6b0-464a-bdda-9c93f00c88dd","Matrixyl","WWB","35.00","true","peptide",,"64K2M","j4mes_r","10mg",,,"""2026-04-15T17:12:04.080Z""","""2026-04-15T17:12:04.080Z""",,,"true",
"410b0153-617c-4dfb-a0ae-0bebbf4cb2bf","Cortagen","WWB","110.00","true","peptide",,"64K2M","j4mes_r","20mg",,,"""2026-04-15T17:12:05.463Z""","""2026-04-15T17:12:05.463Z""",,,"true",
"4203b0ea-79b6-414a-8098-1d846f29a4d2","SHRED","WWB","100.00","true","other",,"64K2M","j4mes_r",,,,"""2026-04-15T17:12:09.269Z""","""2026-04-15T17:12:09.269Z""",,,"true",
"424fc112-9c21-412e-ba7d-a7f2bcdf34d0","COCK BOMBS VIA+CIA Blend","WWB","20.00","true","other",,"64K2M","j4mes_r","70mg",,,"""2026-04-15T17:12:06.877Z""","""2026-04-15T17:12:06.877Z""",,,"true",
"428340cd-3414-4fa8-b4f9-15fd4e1e85e2","Chonluten","WWB","110.00","true","peptide",,"64K2M","j4mes_r","20mg",,,"""2026-04-15T17:12:05.489Z""","""2026-04-15T17:12:05.489Z""",,,"true",
"428cfb74-77de-4837-afa2-046784b6b8de","Turinabol","WWB","35.00","true","aas",,"64K2M","j4mes_r","25mg",,,"""2026-04-15T17:12:06.389Z""","""2026-04-15T17:12:06.389Z""",,,"true",
"42ea9cd1-3ba5-40af-89a0-1effc5388db8","BPC157 + TB500 Blend","WWB","85.00","true","peptide",,"64K2M","j4mes_r","10mg",,,"""2026-04-15T17:12:02.064Z""","""2026-04-15T17:12:02.064Z""",,,"true",
"431baa47-2be3-4704-b5b8-2ff960aba3d3","NAD+ + Mots-C + 5-Amion 1MQ Blend","WWB","140.00","true","peptide",,"64K2M","j4mes_r","120mg",,,"""2026-04-15T17:12:02.315Z""","""2026-04-15T17:12:02.315Z""",,,"true",
"433cbf42-e461-45b4-ac6a-2f0aaa2e3925","RIPEX Blend","WWB","30.00","true","aas",,"64K2M","j4mes_r","225mg",,,"""2026-04-15T17:12:08.815Z""","""2026-04-15T17:12:08.815Z""",,,"true",
"442e6b00-7ecf-444e-afae-cccf8acc5d52","Tirzepatide","WWB","130.00","true","peptide",,"64K2M","j4mes_r","50mg",,,"""2026-04-15T17:12:01.381Z""","""2026-04-15T17:12:01.381Z""",,,"true",
"446891e4-f27a-4676-aca7-e71f4bc9beb2","TEST ENANTHATE","WWB","17.00","true","aas",,"64K2M","j4mes_r","300mg",,,"""2026-04-15T17:12:07.890Z""","""2026-04-15T17:12:07.890Z""",,,"true",
"4480229a-5379-4bcf-b658-70573b8e5929","HCG","WWB","45.00","true","peptide",,"64K2M","j4mes_r","2000IU",,,"""2026-04-15T17:12:03.404Z""","""2026-04-15T17:12:03.404Z""",,,"true",
"45826a6d-2116-43e2-907e-cc95158f9cc4","KissPeptin-10","WWB","70.00","true","peptide",,"64K2M","j4mes_r","10mg",,,"""2026-04-15T17:12:03.709Z""","""2026-04-15T17:12:03.709Z""",,,"true",
"45d84fd1-90c9-48f3-9315-10df2195b2c5","Trenbolone Acetate + Drostanolone Propionate + Testosterone Propionate Blend","WWB","35.00","true","aas",,"64K2M","j4mes_r","300mg",,,"""2026-04-15T17:12:08.011Z""","""2026-04-15T17:12:08.011Z""",,,"true",
"45dbccee-6886-4497-8aec-d961bce571ef","GHK-CU + TB500 + BPC157 + KPV Blend","WWB","190.00","true","peptide",,"64K2M","j4mes_r","80mg",,,"""2026-04-15T17:12:02.190Z""","""2026-04-15T17:12:02.190Z""",,,"true",
"462dce7f-6e7f-4cfe-aefd-9c819a050485","Letrazole","WWB","20.00","true","other",,"64K2M","j4mes_r","2.5mg",,,"""2026-04-15T17:12:06.484Z""","""2026-04-15T17:12:06.484Z""",,,"true",
"47c4775e-9f0a-4479-9be3-6bdcc2621c2c","Winstrol (Stanozolol)","WWB","40.00","true","aas",,"64K2M","j4mes_r","50mg",,,"""2026-04-15T17:12:06.341Z""","""2026-04-15T17:12:06.341Z""",,,"true",
"486f4d4a-42ff-42bb-ae83-ecc37d20a439","MK-677 (Ibutamoren)","WWB","30.00","true","sarm",,"64K2M","j4mes_r","10mg",,,"""2026-04-15T17:12:07.001Z""","""2026-04-15T17:12:07.001Z""",,,"true",
"491b26b3-f8dd-4da6-9551-805b6a8b8eea","CJC-1295 without DAC + IPA Blend","WWB","160.00","true","peptide",,"64K2M","j4mes_r","20mg",,,"""2026-04-15T17:12:02.364Z""","""2026-04-15T17:12:02.364Z""",,,"true",
"4d56c647-73b4-4501-9cb1-dcf26cafbb47","Retatrutide","WWB","200.00","true","peptide",,"64K2M","j4mes_r","40mg",,,"""2026-04-15T17:12:01.733Z""","""2026-04-15T17:12:01.733Z""",,,"true",
"4e6b94de-aa3a-4a31-88ea-539c1e8f4492","GHK Basic","WWB","35.00","true","peptide",,"64K2M","j4mes_r","50mg",,,"""2026-04-15T17:12:02.912Z""","""2026-04-15T17:12:02.912Z""",,,"true",
"50bb5f3f-e3bc-484a-aff7-a78c699f4e42","ANAVAR","WWB","40.00","true","aas",,"64K2M","j4mes_r","10mg",,,"""2026-04-15T17:12:06.117Z""","""2026-04-15T17:12:06.117Z""",,,"true",
"52555cf4-564e-4f2f-ac8b-362b294d337e","isotretinoin","WWB","18.00","true","other",,"64K2M","j4mes_r","10mg",,,"""2026-04-15T17:12:07.684Z""","""2026-04-15T17:12:07.684Z""",,,"true",
"52ee399b-8cf6-4555-a536-f22f548a36d7","DNP","WWB","60.00","true","other",,"64K2M","j4mes_r","200mg",,,"""2026-04-15T17:12:07.323Z""","""2026-04-15T17:12:07.323Z""",,,"true",
"5342ff79-f8e9-43c1-9ad2-7c9e361c5df3","Hexarelin","WWB","35.00","true","peptide",,"64K2M","j4mes_r","2mg",,,"""2026-04-15T17:12:03.355Z""","""2026-04-15T17:12:03.355Z""",,,"true",
"54aed555-de73-4657-8537-68a447b30f85","Pinealon","WWB","90.00","true","peptide",,"64K2M","j4mes_r","20mg",,,"""2026-04-15T17:12:04.470Z""","""2026-04-15T17:12:04.470Z""",,,"true",
"54fff3f0-c50e-4cc8-8197-6ec5ccb6e2e5","SS-31","WWB","310.00","true","peptide",,"64K2M","j4mes_r","50mg",,,"""2026-04-15T17:12:04.621Z""","""2026-04-15T17:12:04.621Z""",,,"true",
"566effb8-de8e-45e8-b2e2-5087d5e039e8","NA Semax amidate","WWB","130.00","true","peptide",,"64K2M","j4mes_r","30mg",,,"""2026-04-15T17:12:04.824Z""","""2026-04-15T17:12:04.824Z""",,,"true",
"5798a410-753d-46f6-ab13-d5a4f7dfa6f8","N-Acetyl Epitalon Amidate","WWB","45.00","true","peptide",,"64K2M","j4mes_r","5mg",,,"""2026-04-15T17:12:02.711Z""","""2026-04-15T17:12:02.711Z""",,,"true",
"59073f2c-5b33-42b5-89c2-381c07e1e30e","SLU-PP-332","WWB","18.00","true","sarm",,"64K2M","j4mes_r","250mcg",,,"""2026-04-15T17:12:05.938Z""","""2026-04-15T17:12:05.938Z""",,,"true",
"5a35577d-3b1b-4cf3-9648-caa953a7b404","Tirzepatide","WWB","35.00","true","peptide",,"64K2M","j4mes_r","5mg",,,"""2026-04-15T17:12:01.222Z""","""2026-04-15T17:12:01.222Z""",,,"true",
"5a6d2684-ec30-483c-81e2-ccf2c907e3f7","Liraglutide","WWB","110.00","true","peptide",,"64K2M","j4mes_r","10mg",,,"""2026-04-15T17:12:03.861Z""","""2026-04-15T17:12:03.861Z""",,,"true",
"5ab9735a-a931-4e22-860c-37accf80738b","Teriparatide","WWB","180.00","true","peptide",,"64K2M","j4mes_r","10mg",,,"""2026-04-15T17:12:05.736Z""","""2026-04-15T17:12:05.736Z""",,,"true",
"5bfa9399-711a-4023-b28d-11561f985d6a","Tren BASE","WWB","20.00","true","aas",,"64K2M","j4mes_r","50mg",,,"""2026-04-15T17:12:08.186Z""","""2026-04-15T17:12:08.186Z""",,,"true",
"5cb51873-a83e-48f1-ace7-30c8bf8e7c1a","Pinealon","WWB","60.00","true","peptide",,"64K2M","j4mes_r","10mg",,,"""2026-04-15T17:12:04.445Z""","""2026-04-15T17:12:04.445Z""",,,"true",
"5d138601-ca29-4b78-a64f-3bfaea811fd6","AICAR","WWB","45.00","true","peptide",,"64K2M","j4mes_r","10mg",,,"""2026-04-15T17:12:07.099Z""","""2026-04-15T17:12:07.099Z""",,,"true",
