"id","recipient_type","recipient_username","recipient_chat_id","message_text","sent_at","delivered","error_message"
"13","admin",,"6178447383","🙋 <b>New Customer</b>
@defoscam just registered an account.","""2026-04-17T22:13:17.386Z""","true",
"14","admin",,"6178447383","🆕 <b>New Order</b> <code>#1334</code>
GB: <b>Autopen GB</b>
Organiser: @mkp_uk
From: @defoscam
Payment: Unpaid

• Convipen ×3 @ £8.50 = £25.50

Delivery: InPost or RM QR Code (£0.00)
User Total: £25.50","""2026-04-17T22:14:37.769Z""","true",
"15","admin",,"6178447383","🙋 <b>New Customer</b>
@towardajadedhistoryiam just registered an account.","""2026-04-17T22:18:32.614Z""","true",
"16","user",,"6817273028","👋 <b>Welcome!</b>

To link your Peps Anonymous account:
1. Go to your Profile in the app
2. Open <b>Telegram Notifications</b>
3. Tap <b>Link Telegram</b> to get a code
4. Send <code>/link YOUR_CODE</code> here

Send /stop to unlink at any time.","""2026-04-17T22:18:54.982Z""","true",
"17","admin",,"6178447383","🙋 <b>New Customer</b>
@skar467 just registered an account.","""2026-04-17T22:21:12.351Z""","true",
"18","user",,"5806064003","🔐 <b>Password Reset</b>

Your one-time reset code is:

<code>612253</code>

This code expires in <b>10 minutes</b>. If you didn't request this, you can safely ignore it.","""2026-04-17T22:23:50.269Z""","true",
"19","user",,"5806064003","🔐 <b>Password Reset</b>

Your one-time reset code is:

<code>887042</code>

This code expires in <b>10 minutes</b>. If you didn't request this, you can safely ignore it.","""2026-04-17T22:25:16.806Z""","true",
"20","admin",,"6178447383","🙋 <b>New Customer</b>
@pepbandleader just registered an account.","""2026-04-17T22:27:09.777Z""","true",
"21","admin",,"6178447383","🙋 <b>New Customer</b>
@beastuemc just registered an account.","""2026-04-17T22:27:57.092Z""","true",
"22","admin",,"6178447383","🙋 <b>New Customer</b>
@lore24ge just registered an account.","""2026-04-17T22:37:26.823Z""","true",
"23","user",,"5427278554","👋 <b>Welcome!</b>

To link your Peps Anonymous account:
1. Go to your Profile in the app
2. Open <b>Telegram Notifications</b>
3. Tap <b>Link Telegram</b> to get a code
4. Send <code>/link YOUR_CODE</code> here

Send /stop to unlink at any time.","""2026-04-17T22:37:40.025Z""","true",
"24","admin",,"6178447383","🙋 <b>New Customer</b>
@f00bz just registered an account.","""2026-04-17T22:40:29.521Z""","true",
"25","admin",,"6178447383","✏️ <b>Order Edited</b> <code>#4110</code>
By: @littledragon25

• KPV 500mcg Tablets ×1 @ $55.00 = $55.00
• Cagrilintide 5mg ×1 @ $90.00 = $90.00

Delivery: InPost ($3.00)
New Total: $148.00","""2026-04-17T22:41:14.678Z""","true",
"26","user",,"8641741867","👋 <b>Welcome!</b>

To link your Peps Anonymous account:
1. Go to your Profile in the app
2. Open <b>Telegram Notifications</b>
3. Tap <b>Link Telegram</b> to get a code
4. Send <code>/link YOUR_CODE</code> here

Send /stop to unlink at any time.","""2026-04-17T22:41:19.813Z""","true",
"27","user",,"8641741867","✅ <b>Linked!</b> Your Telegram is now connected to your @f00bz account.

You'll receive notifications here for order updates, payments, and more.

Send /stop at any time to unlink.","""2026-04-17T22:41:19.912Z""","true",
"28","user",,"8641741867","✅ <b>Connection confirmed!</b>

Your Telegram is successfully linked to your Peps Anonymous account.

You'll receive notifications here for order updates, payments, and status changes.","""2026-04-17T22:41:42.316Z""","true",
"29","admin",,"6178447383","🙋 <b>New Customer</b>
@barrytpb just registered an account.","""2026-04-17T22:43:44.425Z""","true",
"30","admin",,"6178447383","🙋 <b>New Customer</b>
@jtarvos just registered an account.","""2026-04-17T22:44:48.216Z""","true",
"31","admin",,"6178447383","✏️ <b>Order Edited</b> <code>#2585</code>
By: @mirculina

• Cartalax 20mg ×1 @ $120.00 = $120.00
• GHK-CU 100mg ×1 @ $51.00 = $51.00
• DSIP 5mg ×1 @ $35.00 = $35.00

Delivery: InPost ($3.00)
New Total: $209.00","""2026-04-17T22:49:32.075Z""","true",
"32","admin",,"6178447383","🙋 <b>New Customer</b>
@ch37tg just registered an account.","""2026-04-17T22:54:19.805Z""","true",
"33","user",,"8464813432","👋 <b>Welcome!</b>

To link your Peps Anonymous account:
1. Go to your Profile in the app
2. Open <b>Telegram Notifications</b>
3. Tap <b>Link Telegram</b> to get a code
4. Send <code>/link YOUR_CODE</code> here

Send /stop to unlink at any time.","""2026-04-17T22:54:39.538Z""","true",
"34","user",,"8464813432","✅ <b>Linked!</b> Your Telegram is now connected to your @ch37tg account.

You'll receive notifications here for order updates, payments, and more.

Send /stop at any time to unlink.","""2026-04-17T22:54:51.495Z""","true",
"35","admin",,"6178447383","🙋 <b>New Customer</b>
@rixtz1 just registered an account.","""2026-04-17T22:54:54.934Z""","true",
"36","user","idxb","1708971928","✏️ <b>Order Updated</b>

Your order <code>#1958</code> has been updated.

From: @idxb
New Total: $385.50
Delivery: Royal Mail","""2026-04-17T22:59:55.475Z""","true",
"37","admin",,"6178447383","✏️ <b>Order Edited</b> <code>#1958</code>
By: @idxb

• GHK-CU 50mg ×1 @ $40.00 = $40.00
• 5-Amino-1MQ 10mg ×0.5 @ $55.00 = $27.50
• GHK-CU 100mg ×0.5 @ $51.00 = $25.50
• BAC water 3ml ×1 @ $15.00 = $15.00
• Selank 10mg ×0.5 @ $55.00 = $27.50
• Semax 10mg ×0.5 @ $55.00 = $27.50
• BPC 10mg / TB4 10mg Blend ×0.5 @ $135.00 = $67.50
• Epitalon 10mg ×0.5 @ $45.00 = $22.50
• Tesamorelin 10mg ×0.5 @ $125.00 = $62.50
• Retatrutide 20mg ×0.5 @ $120.00 = $60.00

Delivery: Royal Mail ($10.00)
New Total: $385.50","""2026-04-17T22:59:55.552Z""","true",
"38","admin",,"6178447383","🙋 <b>New Customer</b>
@dees_dreamland just registered an account.","""2026-04-17T23:25:15.449Z""","true",
"39","user",,"6917683983","👋 <b>Welcome!</b>

To link your Peps Anonymous account:
1. Go to your Profile in the app
2. Open <b>Telegram Notifications</b>
3. Tap <b>Link Telegram</b> to get a code
4. Send <code>/link YOUR_CODE</code> here

Send /stop to unlink at any time.","""2026-04-17T23:25:34.129Z""","true",
"40","user",,"6917683983","✅ <b>Linked!</b> Your Telegram is now connected to your @dees_dreamland account.

You'll receive notifications here for order updates, payments, and more.

Send /stop at any time to unlink.","""2026-04-17T23:25:38.401Z""","true",
"41","user",,"6917683983","✅ <b>Connection confirmed!</b>

Your Telegram is successfully linked to your Peps Anonymous account.

You'll receive notifications here for order updates, payments, and status changes.","""2026-04-17T23:25:50.220Z""","true",
"42","user","crusader2077","747955164","✏️ <b>Order Updated</b>

Your order <code>#5906</code> has been updated.

From: @crusader2077
New Total: $1814.00
Delivery: InPost","""2026-04-17T23:32:02.216Z""","true",
"43","admin",,"6178447383","✏️ <b>Order Edited</b> <code>#5906</code>
By: @crusader2077

• KLOW (TB 10mg + BPC 10mg + KPV 10mg + GHK 50mg) ×1 @ $160.00 = $160.00
• Na Selank ×1 @ $70.00 = $70.00
• Na Semax ×1 @ $70.00 = $70.00
• Tesamorelin 20mg ×1 @ $220.00 = $220.00
• Mazdutide 10mg ×1 @ $160.00 = $160.00
• PT141 10mg ×1 @ $60.00 = $60.00
• GHK-CU 100mg ×1 @ $51.00 = $51.00
• Melanotan I 10mg ×1 @ $50.00 = $50.00
• 5-Amino-1MQ 50mg ×1 @ $75.00 = $75.00
• Kisspeptin 10mg ×1 @ $70.00 = $70.00
• KPV 30mg ×1 @ $145.00 = $145.00
• KPV 10mg ×1 @ $60.00 = $60.00
• Oxytocin 10mg (<99) ×1 @ $60.00 = $60.00
• BPC 10mg / TB4 10mg Blend ×1 @ $135.00 = $135.00
• N-Acetyl Epitalon 20mg ×1 @ $110.00 = $110.00
• GLOW (TB4 10mg + BPC 10mg + GHK 50mg) ×1 @ $135.00 = $135.00
• CJC No DAC / Ipa 5/5mg ×1 @ $75.00 = $75.00
• Mots-C 20mg ×1 @ $95.00 = $95.00

Delivery: InPost ($3.00)
Tip: $10.00
New Total: $1814.00","""2026-04-17T23:32:02.271Z""","false","Bad Request: can't parse entities: Unsupported start tag ""99)"" at byte offset 595"
"44","admin",,"6178447383","🙋 <b>New Customer</b>
@addison086 just registered an account.","""2026-04-17T23:36:28.709Z""","true",
"45","user",,"8275504321","👋 <b>Welcome!</b>

To link your Peps Anonymous account:
1. Go to your Profile in the app
2. Open <b>Telegram Notifications</b>
3. Tap <b>Link Telegram</b> to get a code
4. Send <code>/link YOUR_CODE</code> here

Send /stop to unlink at any time.","""2026-04-17T23:36:55.561Z""","true",
"46","user",,"8275504321","✅ <b>Linked!</b> Your Telegram is now connected to your @addison086 account.

You'll receive notifications here for order updates, payments, and more.

Send /stop at any time to unlink.","""2026-04-17T23:36:57.735Z""","true",
"47","user",,"8275504321","✅ <b>Connection confirmed!</b>

Your Telegram is successfully linked to your Peps Anonymous account.

You'll receive notifications here for order updates, payments, and status changes.","""2026-04-17T23:37:04.102Z""","true",
"48","admin",,"6178447383","🙋 <b>New Customer</b>
@benji1205 just registered an account.","""2026-04-17T23:49:40.219Z""","true",
"49","admin",,"6178447383","🙋 <b>New Customer</b>
@worldwidecx just registered an account.","""2026-04-18T00:03:59.251Z""","true",
"50","admin",,"6178447383","🙋 <b>New Customer</b>
@ohotoba just registered an account.","""2026-04-18T00:10:02.552Z""","true",
"51","admin",,"6178447383","🙋 <b>New Customer</b>
@hecks1995 just registered an account.","""2026-04-18T00:40:40.487Z""","true",
"52","admin",,"6178447383","🙋 <b>New Customer</b>
@erikaalice8 just registered an account.","""2026-04-18T01:01:53.537Z""","true",
"53","user","con1642","7647667967","✏️ <b>Order Updated</b>

Your order <code>#2348</code> has been updated.

From: @con1642
New Total: $265.00
Delivery: Royal Mail","""2026-04-18T01:17:40.728Z""","true",
"54","admin",,"6178447383","✏️ <b>Order Edited</b> <code>#2348</code>
By: @con1642

• KLOW (TB 10mg + BPC 10mg + KPV 10mg + GHK 50mg) ×1 @ $160.00 = $160.00
• TB500 (TB4) 10mg ×1 @ $85.00 = $85.00

Delivery: Royal Mail ($10.00)
Tip: $10.00
New Total: $265.00","""2026-04-18T01:17:40.760Z""","true",
"55","admin",,"6178447383","🙋 <b>New Customer</b>
@mcgadav just registered an account.","""2026-04-18T01:29:43.358Z""","true",
"56","user",,"713703914","👋 <b>Welcome!</b>

To link your Peps Anonymous account:
1. Go to your Profile in the app
2. Open <b>Telegram Notifications</b>
3. Tap <b>Link Telegram</b> to get a code
4. Send <code>/link YOUR_CODE</code> here

Send /stop to unlink at any time.","""2026-04-18T01:29:57.046Z""","true",
"57","user",,"713703914","✅ <b>Linked!</b> Your Telegram is now connected to your @mcgadav account.

You'll receive notifications here for order updates, payments, and more.

Send /stop at any time to unlink.","""2026-04-18T01:30:01.881Z""","true",
"58","user",,"713703914","✅ <b>Connection confirmed!</b>

Your Telegram is successfully linked to your Peps Anonymous account.

You'll receive notifications here for order updates, payments, and status changes.","""2026-04-18T01:30:13.130Z""","true",
"59","user",,"713703914","✅ <b>Connection confirmed!</b>

Your Telegram is successfully linked to your Peps Anonymous account.

You'll receive notifications here for order updates, payments, and status changes.","""2026-04-18T01:30:22.237Z""","true",
"60","admin",,"6178447383","🙋 <b>New Customer</b>
@chip0x just registered an account.","""2026-04-18T01:55:21.297Z""","true",
"61","admin",,"6178447383","✏️ <b>Order Edited</b> <code>#2348</code>
By: @con1642

• TB500 (TB4) 10mg ×1 @ $85.00 = $85.00
• Bronchogen 20mg ×1 @ $120.00 = $120.00
• Chonluten 20mg ×1 @ $120.00 = $120.00
• 5-Amino-1MQ 50mg ×2 @ $75.00 = $150.00

Delivery: Royal Mail ($10.00)
Tip: $10.00
New Total: $495.00","""2026-04-18T01:58:46.334Z""","true",
"62","user","con1642","7647667967","✏️ <b>Order Updated</b>

Your order <code>#2348</code> has been updated.

From: @con1642
New Total: $495.00
Delivery: Royal Mail","""2026-04-18T01:58:46.348Z""","true",
"63","admin",,"6178447383","🙋 <b>New Customer</b>
@rolfbartels just registered an account.","""2026-04-18T03:27:44.094Z""","true",
"64","admin",,"6178447383","🙋 <b>New Customer</b>
@justrandom66 just registered an account.","""2026-04-18T03:48:44.349Z""","true",
"65","user","redbiro","874556867","💰 <b>Payment Confirmed!</b>

Payment for order <code>#9594</code> has been confirmed.
GB: <b>Autopen GB</b>

From: @redbiro
User Total: £20.00
Delivery: InPost or RM QR Code
Payment: Paid

Thank you!

<a href=""https://saltandpeps.co.uk/account"">View your orders →</a>","""2026-04-18T04:20:14.882Z""","true",
"66","user","reidyontour","7596816256","🛒 <b>Order Placed!</b>

Your order <code>#4144</code> has been submitted.
GB: <b>Uther April GB</b>
Organiser: Admin

From: @reidyontour
Date: 18 Apr 2026
Order Total: <b>$163.00</b>
Items:
  • KLOW (TB 10mg + BPC 10mg + KPV 10mg + GHK 50mg) ×1
Total Qty: 1
Delivery: InPost
Tip: $0.00
Payment: Unpaid

<a href=""https://peps-anonymous.replit.app/account"">View your orders →</a>","""2026-04-18T05:29:56.922Z""","true",
"67","admin",,"6178447383","🆕 <b>New Order</b> <code>#4144</code>
GB: <b>Uther April GB</b>
Organiser: Admin
From: @reidyontour
Payment: Unpaid

• KLOW (TB 10mg + BPC 10mg + KPV 10mg + GHK 50mg) ×1 @ $160.00 = $160.00

Delivery: InPost ($3.00)
User Total: $163.00","""2026-04-18T05:29:57.016Z""","true",
"68","admin",,"6178447383","🙋 <b>New Customer</b>
@moosetard just registered an account.","""2026-04-18T05:41:30.390Z""","true",
"69","admin",,"6178447383","🆕 <b>New Order</b> <code>#5412</code>
GB: <b>Uther April GB</b>
Organiser: Admin
From: @bjtheway85
Payment: Unpaid

• 5-Amino-1MQ 50mg ×1 @ $75.00 = $75.00
• KLOW (TB 10mg + BPC 10mg + KPV 10mg + GHK 50mg) ×1 @ $160.00 = $160.00
• GAC water 10ml ×1 @ $25.00 = $25.00
• Cartalax 20mg ×1 @ $120.00 = $120.00

Delivery: InPost ($3.00)
User Total: $383.00","""2026-04-18T05:54:59.857Z""","true",
"70","admin",,"6178447383","🙋 <b>New Customer</b>
@bambig2026 just registered an account.","""2026-04-18T06:44:09.606Z""","true",
"71","user",,"8406039112","👋 <b>Welcome!</b>

To link your Peps Anonymous account:
1. Go to your Profile in the app
2. Open <b>Telegram Notifications</b>
3. Tap <b>Link Telegram</b> to get a code
4. Send <code>/link YOUR_CODE</code> here

Send /stop to unlink at any time.","""2026-04-18T06:44:31.833Z""","true",
"72","user",,"8406039112","❌ Link code not recognised. Please generate a fresh code from the <b>Telegram Notifications</b> section of your Profile Hub.","""2026-04-18T06:44:36.149Z""","true",
"73","admin",,"6178447383","🙋 <b>New Customer</b>
@groggette just registered an account.","""2026-04-18T06:49:09.215Z""","true",
"74","admin",,"6178447383","🙋 <b>New Customer</b>
@retarequired just registered an account.","""2026-04-18T07:10:07.818Z""","true",
"75","admin",,"6178447383","✏️ <b>Order Edited</b> <code>#4110</code>
By: @littledragon25

• KPV 500mcg Tablets ×1 @ $55.00 = $55.00

Delivery: InPost ($3.00)
New Total: $58.00","""2026-04-18T07:16:12.435Z""","true",
"76","admin",,"6178447383","✏️ <b>Order Edited</b> <code>#4110</code>
By: @littledragon25

• KPV 500mcg Tablets ×2 @ $55.00 = $110.00

Delivery: InPost ($3.00)
New Total: $113.00","""2026-04-18T07:16:56.745Z""","true",
"77","admin",,"6178447383","🙋 <b>New Customer</b>
@timofeeeeeeeee just registered an account.","""2026-04-18T07:18:02.189Z""","true",
"78","admin",,"6178447383","✏️ <b>Order Edited</b> <code>#4110</code>
By: @littledragon25

• KPV 500mcg Tablets ×1 @ $55.00 = $55.00

Delivery: InPost ($3.00)
New Total: $58.00","""2026-04-18T07:18:19.824Z""","true",
"79","admin",,"6178447383","🙋 <b>New Customer</b>
@kevin just registered an account.","""2026-04-18T07:30:51.492Z""","true",
"80","user","untamedchazy","8401279118","✏️ <b>Order Updated</b>

Your order <code>#5598</code> has been updated.

From: @untamedchazy
New Total: $992.50
Delivery: Royal Mail","""2026-04-18T07:37:56.325Z""","true",
"81","admin",,"6178447383","✏️ <b>Order Edited</b> <code>#5598</code>
By: @untamedchazy

• Tirzepatide 45mg ×1 @ $115.00 = $115.00
• GHK-CU 50mg ×2 @ $40.00 = $80.00
• BPC 157 10mg ×1 @ $45.00 = $45.00
• Retatrutide 40mg ×2 @ $165.00 = $330.00
• Melanotan II 10mg ×2 @ $40.00 = $80.00
• Tesamorelin 10mg ×0.5 @ $125.00 = $62.50
• BPC 5mg / TB4 5mg Blend ×1 @ $80.00 = $80.00
• Pinealon 20mg ×0.5 @ $120.00 = $60.00
• AHK-CU 100mg ×1 @ $60.00 = $60.00
• Kisspeptin 10mg ×1 @ $70.00 = $70.00

Delivery: Royal Mail ($10.00)
New Total: $992.50","""2026-04-18T07:37:56.369Z""","true",
"82","admin",,"6178447383","🆕 <b>New Order</b> <code>#7744</code>
GB: <b>Autopen GB</b>
Organiser: @mkp_uk
From: @ow1818
Payment: Unpaid

• Gensupen2 ×2 @ £8.50 = £17.00
• Convipen ×1 @ £8.50 = £8.50

Delivery: InPost or RM QR Code (£0.00)
User Total: £25.50","""2026-04-18T07:39:41.693Z""","true",
"83","user","rwvwsw","8275028158","🛒 <b>Order Placed!</b>

Your order <code>#6958</code> has been submitted.
GB: <b>Uther April GB</b>
Organiser: Admin

From: @rwvwsw
Date: 18 Apr 2026
Order Total: <b>$130.00</b>
Items:
  • Thymosin Alpha-1 10mg ×1
Total Qty: 1
Delivery: InPost
Tip: $2.00
Payment: Unpaid

<a href=""https://peps-anonymous.replit.app/account"">View your orders →</a>","""2026-04-18T07:43:44.853Z""","true",
"84","admin",,"6178447383","🆕 <b>New Order</b> <code>#6958</code>
GB: <b>Uther April GB</b>
Organiser: Admin
From: @rwvwsw
Payment: Unpaid

• Thymosin Alpha-1 10mg ×1 @ $125.00 = $125.00

Delivery: InPost ($3.00)
Tip: $2.00
User Total: $130.00","""2026-04-18T07:43:44.860Z""","true",
"85","admin",,"6178447383","✏️ <b>Order Edited</b> <code>#8310</code>
By: @brudabrudda

• HGH 10IU ×2 @ $50.00 = $100.00
• GHK-CU 100mg ×1 @ $51.00 = $51.00
• TB500 (TB4) 10mg ×1 @ $85.00 = $85.00
• GHK-CU 50mg ×1 @ $40.00 = $40.00
• BAC water 10ml ×1 @ $25.00 = $25.00

Delivery: Royal Mail ($10.00)
New Total: $311.00","""2026-04-18T08:06:10.424Z""","true",
"86","user","brudabrudda","7552188081","✏️ <b>Order Updated</b>

Your order <code>#8310</code> has been updated.

From: @brudabrudda
New Total: $311.00
Delivery: Royal Mail","""2026-04-18T08:06:10.491Z""","true",
"87","admin",,"6178447383","🙋 <b>New Customer</b>
@clandestinepassenger just registered an account.","""2026-04-18T08:11:53.208Z""","true",
"88","user",,"31958367","👋 <b>Welcome!</b>

To link your Peps Anonymous account:
1. Go to your Profile in the app
2. Open <b>Telegram Notifications</b>
3. Tap <b>Link Telegram</b> to get a code
4. Send <code>/link YOUR_CODE</code> here

Send /stop to unlink at any time.","""2026-04-18T08:12:06.511Z""","true",
"89","user",,"31958367","❌ Link code not recognised. Please generate a fresh code from the <b>Telegram Notifications</b> section of your Profile Hub.","""2026-04-18T08:12:21.937Z""","true",
"90","user",,"31958367","✅ <b>Linked!</b> Your Telegram is now connected to your @clandestinepassenger account.

You'll receive notifications here for order updates, payments, and more.

Send /stop at any time to unlink.","""2026-04-18T08:12:42.649Z""","true",
"91","user",,"31958367","✅ <b>Connection confirmed!</b>

Your Telegram is successfully linked to your Peps Anonymous account.

You'll receive notifications here for order updates, payments, and status changes.","""2026-04-18T08:12:47.250Z""","true",
"92","user","jez57","5806064003","💰 <b>Payment Confirmed!</b>

Payment for order <code>#9953</code> has been confirmed.
GB: <b>Autopen GB</b>

From: @jez57
User Total: £28.06
Delivery: InPost or RM QR Code
Payment: Paid

Thank you!

<a href=""https://saltandpeps.co.uk/account"">View your orders →</a>","""2026-04-18T08:15:56.403Z""","true",
"93","admin",,"6178447383","✏️ <b>Order Edited</b> <code>#4428</code>
By: @nikola kostadinov

• Retatrutide 20mg ×2 @ $120.00 = $240.00
• GHK-CU 100mg ×2 @ $51.00 = $102.00
• HGH 10IU ×1 @ $50.00 = $50.00

Delivery: Royal Mail ($10.00)
Tip: $5.00
New Total: $407.00","""2026-04-18T08:38:02.977Z""","true",
"94","admin",,"6178447383","🙋 <b>New Customer</b>
@illustrious just registered an account.","""2026-04-18T08:50:48.471Z""","true",
"95","admin",,"6178447383","✏️ <b>Order Edited</b> <code>#9534</code>
By: @julialeonard107

• Na Selank ×1 @ $70.00 = $70.00
• Na Semax ×1 @ $70.00 = $70.00
• PE-22-28 10mg ×1 @ $70.00 = $70.00
• BPC 157 10mg ×1 @ $45.00 = $45.00
• AHK-CU 100mg ×1 @ $60.00 = $60.00

Delivery: InPost ($3.00)
New Total: $318.00","""2026-04-18T08:52:47.262Z""","true",
"96","user","julialeonard107","1326613027","✏️ <b>Order Updated</b>

Your order <code>#9534</code> has been updated.

From: @julialeonard107
New Total: $318.00
Delivery: InPost","""2026-04-18T08:52:47.304Z""","true",
"97","admin",,"6178447383","🆕 <b>New Order</b> <code>#5367</code>
GB: <b>Autopen GB</b>
Organiser: @mkp_uk
From: @timofeeeeeeeee
Payment: Unpaid

• Convipen ×2 @ £8.50 = £17.00

Delivery: InPost or RM QR Code (£0.00)
User Total: £17.00","""2026-04-18T08:53:03.644Z""","true",
"98","admin",,"6178447383","🙋 <b>New Customer</b>
@rb5wraport just registered an account.","""2026-04-18T09:11:56.592Z""","true",
"99","admin",,"6178447383","🙋 <b>New Customer</b>
@curlyc2002 just registered an account.","""2026-04-18T09:16:46.614Z""","true",
"100","user",,"8176508253","👋 <b>Welcome!</b>

To link your Peps Anonymous account:
1. Go to your Profile in the app
2. Open <b>Telegram Notifications</b>
3. Tap <b>Link Telegram</b> to get a code
4. Send <code>/link YOUR_CODE</code> here

Send /stop to unlink at any time.","""2026-04-18T09:17:51.995Z""","true",
"101","admin",,"6178447383","🙋 <b>New Customer</b>
@beargreene just registered an account.","""2026-04-18T09:29:35.855Z""","true",
"102","user","con1642","7647667967","✏️ <b>Order Updated</b>

Your order <code>#2348</code> has been updated.

From: @con1642
New Total: $420.00
Delivery: Royal Mail","""2026-04-18T09:33:19.059Z""","true",
"103","admin",,"6178447383","✏️ <b>Order Edited</b> <code>#2348</code>
By: @con1642

• Tirzepatide 20mg ×1 @ $85.00 = $85.00
• Bronchogen 20mg ×1 @ $120.00 = $120.00
• Chonluten 20mg ×1 @ $120.00 = $120.00
• 5-Amino-1MQ 50mg ×1 @ $75.00 = $75.00

Delivery: Royal Mail ($10.00)
Tip: $10.00
New Total: $420.00","""2026-04-18T09:33:19.060Z""","true",
"104","admin",,"6178447383","✏️ <b>Order Edited</b> <code>#5576</code>
By: @mkp_uk

• Retatrutide 20mg ×1 @ $120.00 = $120.00
• Retatrutide 10mg ×1 @ $95.00 = $95.00

Delivery: InPost ($3.00)
New Total: $218.00","""2026-04-18T09:33:40.125Z""","true",
"105","user","mkp_uk","8080112715","✏️ <b>Order Updated</b>

Your order <code>#5576</code> has been updated.

From: @mkp_uk
New Total: $218.00
Delivery: InPost","""2026-04-18T09:33:40.143Z""","true",
"106","user",,"8210120002","🔐 <b>Password Reset</b>

Your one-time reset code is:

<code>622587</code>

This code expires in <b>10 minutes</b>. If you didn't request this, you can safely ignore it.","""2026-04-18T09:35:42.809Z""","true",
"107","user",,"8210120002","🔐 <b>Password Reset</b>

Your one-time reset code is:

<code>303592</code>

This code expires in <b>10 minutes</b>. If you didn't request this, you can safely ignore it.","""2026-04-18T09:36:38.213Z""","true",
"108","admin",,"6178447383","✏️ <b>Order Edited</b> <code>#9470</code>
By: @dmacd9

• Vesugen 20mg ×1 @ $120.00 = $120.00
• Pinealon 20mg ×1 @ $120.00 = $120.00

Delivery: InPost ($3.00)
New Total: $243.00","""2026-04-18T09:38:54.599Z""","true",
"109","user","dmacd9","6297254372","✏️ <b>Order Updated</b>

Your order <code>#9470</code> has been updated.

From: @dmacd9
New Total: $243.00
Delivery: InPost","""2026-04-18T09:38:54.612Z""","true",
"110","admin",,"6178447383","🙋 <b>New Customer</b>
@ljlek just registered an account.","""2026-04-18T09:44:23.865Z""","true",
"111","user",,"5382998907","👋 <b>Welcome!</b>

To link your Peps Anonymous account:
1. Go to your Profile in the app
2. Open <b>Telegram Notifications</b>
3. Tap <b>Link Telegram</b> to get a code
4. Send <code>/link YOUR_CODE</code> here

Send /stop to unlink at any time.","""2026-04-18T09:44:39.152Z""","true",
"112","admin",,"6178447383","🙋 <b>New Customer</b>
@attcbf just registered an account.","""2026-04-18T09:48:11.574Z""","true",
